,source,target,source_id,target_id
6015,Armed Assault,Transportation,1,22
6016,Armed Assault,Private Citizens & Property,1,16
6017,Bombing/Explosion,Airports & Aircraft,7,15
6018,Bombing/Explosion,Military,7,13
6019,Unknown,Private Citizens & Property,3,16
6020,Unknown,Private Citizens & Property,27,16
6021,Armed Assault,Private Citizens & Property,1,16
6022,Armed Assault,Private Citizens & Property,1,16
6023,Armed Assault,Military,1,13
6024,Assassination,Terrorists/Non-State Militia,0,25
6025,Armed Assault,Transportation,1,22
6026,Armed Assault,Transportation,1,22
6027,Assassination,Government (General),0,14
6028,Bombing/Explosion,Private Citizens & Property,7,16
6029,Assassination,Police,0,9
6030,Assassination,Police,0,9
6031,Armed Assault,Police,1,9
6032,Bombing/Explosion,Government (Diplomatic),7,12
6033,Bombing/Explosion,Military,7,13
6034,Bombing/Explosion,Business,7,11
6035,Bombing/Explosion,Business,7,11
6036,Bombing/Explosion,Business,7,11
6037,Bombing/Explosion,Business,7,11
6038,Bombing/Explosion,Business,7,11
6039,Bombing/Explosion,Government (General),7,14
6040,Bombing/Explosion,Police,7,9
6041,Bombing/Explosion,Business,7,11
6042,Bombing/Explosion,Educational Institution,7,10
6043,Bombing/Explosion,Journalists & Media,7,18
6044,Bombing/Explosion,Business,7,11
6045,Bombing/Explosion,Police,7,9
6046,Bombing/Explosion,Business,7,11
6047,Assassination,Police,0,9
6048,Armed Assault,Business,1,11
6049,Bombing/Explosion,Utilities,7,19
6050,Armed Assault,Police,1,9
6051,Bombing/Explosion,Military,7,13
6052,Facility/Infrastructure Attack,Transportation,6,22
6053,Facility/Infrastructure Attack,Transportation,6,22
6054,Hostage Taking (Kidnapping),Government (General),2,14
6055,Assassination,Government (General),0,14
6056,Bombing/Explosion,Transportation,7,22
6057,Bombing/Explosion,Military,7,13
6058,Armed Assault,Police,1,9
6059,Armed Assault,Military,1,13
6060,Hostage Taking (Barricade Incident),Journalists & Media,5,18
6061,Unknown,Military,3,13
6062,Unknown,Military,27,13
6063,Bombing/Explosion,Private Citizens & Property,7,16
6064,Armed Assault,Military,1,13
6065,Bombing/Explosion,Private Citizens & Property,7,16
6066,Assassination,Government (General),0,14
6067,Armed Assault,Military,1,13
6068,Bombing/Explosion,Business,7,11
6069,Bombing/Explosion,Transportation,7,22
6070,Bombing/Explosion,Military,7,13
6071,Bombing/Explosion,Business,7,11
6072,Bombing/Explosion,Government (Diplomatic),7,12
6073,Bombing/Explosion,Transportation,7,22
6074,Bombing/Explosion,Business,7,11
6075,Bombing/Explosion,Private Citizens & Property,7,16
6076,Bombing/Explosion,Business,7,11
6077,Armed Assault,Police,1,9
6078,Armed Assault,Military,1,13
6079,Armed Assault,Transportation,1,22
6080,Bombing/Explosion,Transportation,7,22
6081,Bombing/Explosion,Business,7,11
6082,Bombing/Explosion,Military,7,13
6083,Armed Assault,Military,1,13
6084,Bombing/Explosion,Government (General),7,14
6085,Assassination,Police,0,9
6086,Bombing/Explosion,Transportation,7,22
6087,Unknown,Private Citizens & Property,3,16
6088,Unknown,Private Citizens & Property,27,16
6089,Armed Assault,Military,1,13
6090,Hostage Taking (Kidnapping),Business,2,11
6091,Hostage Taking (Kidnapping),Business,2,11
6092,Hostage Taking (Kidnapping),Business,2,11
6093,Assassination,Private Citizens & Property,0,16
6094,Bombing/Explosion,Transportation,7,22
6095,Bombing/Explosion,Military,7,13
6096,Assassination,Unknown,0,3
6097,Assassination,Unknown,0,27
6098,Assassination,Airports & Aircraft,0,15
6099,Armed Assault,Police,1,9
6100,Bombing/Explosion,Transportation,7,22
6101,Hostage Taking (Kidnapping),Government (General),2,14
6102,Hostage Taking (Kidnapping),Business,2,11
6103,Hostage Taking (Kidnapping),Business,2,11
6104,Bombing/Explosion,Utilities,7,19
6105,Bombing/Explosion,Utilities,7,19
6106,Hostage Taking (Barricade Incident),Airports & Aircraft,5,15
6107,Hostage Taking (Kidnapping),Private Citizens & Property,2,16
6108,Assassination,Government (General),0,14
6109,Assassination,Military,0,13
6110,Armed Assault,Private Citizens & Property,1,16
6111,Armed Assault,Private Citizens & Property,1,16
6112,Bombing/Explosion,Business,7,11
6113,Bombing/Explosion,Military,7,13
6114,Bombing/Explosion,Business,7,11
6115,Bombing/Explosion,Business,7,11
6116,Bombing/Explosion,Business,7,11
6117,Bombing/Explosion,Business,7,11
6118,Bombing/Explosion,Private Citizens & Property,7,16
6119,Assassination,Military,0,13
6120,Assassination,Government (General),0,14
6121,Bombing/Explosion,Utilities,7,19
6122,Bombing/Explosion,Airports & Aircraft,7,15
6123,Bombing/Explosion,Private Citizens & Property,7,16
6124,Bombing/Explosion,Business,7,11
6125,Bombing/Explosion,Business,7,11
6126,Bombing/Explosion,Business,7,11
6127,Bombing/Explosion,Government (General),7,14
6128,Bombing/Explosion,Government (General),7,14
6129,Bombing/Explosion,Government (General),7,14
6130,Bombing/Explosion,Government (General),7,14
6131,Bombing/Explosion,Private Citizens & Property,7,16
6132,Bombing/Explosion,Private Citizens & Property,7,16
6133,Bombing/Explosion,Business,7,11
6134,Bombing/Explosion,Private Citizens & Property,7,16
6135,Bombing/Explosion,Utilities,7,19
6136,Armed Assault,Government (General),1,14
6137,Bombing/Explosion,Business,7,11
6138,Bombing/Explosion,Police,7,9
6139,Assassination,Government (General),0,14
6140,Assassination,Government (General),0,14
6141,Assassination,Government (General),0,14
6142,Armed Assault,Business,1,11
6143,Bombing/Explosion,Utilities,7,19
6144,Bombing/Explosion,Utilities,7,19
6145,Bombing/Explosion,Transportation,7,22
6146,Bombing/Explosion,Private Citizens & Property,7,16
6147,Bombing/Explosion,Private Citizens & Property,7,16
6148,Armed Assault,Private Citizens & Property,1,16
6149,Armed Assault,Government (General),1,14
6150,Assassination,Government (General),0,14
6151,Hostage Taking (Barricade Incident),Journalists & Media,5,18
6152,Bombing/Explosion,Government (General),7,14
6153,Bombing/Explosion,Utilities,7,19
6154,Bombing/Explosion,Utilities,7,19
6155,Armed Assault,Private Citizens & Property,1,16
6156,Bombing/Explosion,Utilities,7,19
6157,Bombing/Explosion,Utilities,7,19
6158,Assassination,Government (General),0,14
6159,Bombing/Explosion,Government (General),7,14
6160,Armed Assault,Private Citizens & Property,1,16
6161,Unarmed Assault,Government (General),8,14
6162,Hostage Taking (Kidnapping),Military,2,13
6163,Hostage Taking (Kidnapping),Private Citizens & Property,2,16
6164,Bombing/Explosion,Military,7,13
6165,Bombing/Explosion,Government (General),7,14
6166,Armed Assault,Military,1,13
6167,Armed Assault,Police,1,9
6168,Armed Assault,Police,1,9
6169,Facility/Infrastructure Attack,Utilities,6,19
6170,Armed Assault,Military,1,13
6171,Assassination,Police,0,9
6172,Assassination,Police,0,9
6173,Assassination,Terrorists/Non-State Militia,0,25
6174,Assassination,Police,0,9
6175,Armed Assault,Private Citizens & Property,1,16
6176,Assassination,Government (Diplomatic),0,12
6177,Bombing/Explosion,Transportation,7,22
6178,Bombing/Explosion,Transportation,7,22
6179,Bombing/Explosion,Transportation,7,22
6180,Bombing/Explosion,Transportation,7,22
6181,Armed Assault,Private Citizens & Property,1,16
6182,Bombing/Explosion,Private Citizens & Property,7,16
6183,Armed Assault,Business,1,11
6184,Armed Assault,Private Citizens & Property,1,16
6185,Hostage Taking (Barricade Incident),Journalists & Media,5,18
6186,Bombing/Explosion,Business,7,11
6187,Bombing/Explosion,Utilities,7,19
6188,Bombing/Explosion,Utilities,7,19
6189,Bombing/Explosion,Educational Institution,7,10
6190,Hostage Taking (Kidnapping),Military,2,13
6191,Hostage Taking (Kidnapping),Military,2,13
6192,Bombing/Explosion,Business,7,11
6193,Bombing/Explosion,Police,7,9
6194,Bombing/Explosion,Business,7,11
6195,Bombing/Explosion,Private Citizens & Property,7,16
6196,Bombing/Explosion,Private Citizens & Property,7,16
6197,Bombing/Explosion,Private Citizens & Property,7,16
6198,Bombing/Explosion,Private Citizens & Property,7,16
6199,Bombing/Explosion,Private Citizens & Property,7,16
6200,Bombing/Explosion,Private Citizens & Property,7,16
6201,Bombing/Explosion,Private Citizens & Property,7,16
6202,Bombing/Explosion,Private Citizens & Property,7,16
6203,Bombing/Explosion,Government (General),7,14
6204,Bombing/Explosion,Government (General),7,14
6205,Bombing/Explosion,Government (General),7,14
6206,Bombing/Explosion,Utilities,7,19
6207,Bombing/Explosion,Business,7,11
6208,Armed Assault,Military,1,13
6209,Armed Assault,Business,1,11
6210,Hostage Taking (Barricade Incident),Journalists & Media,5,18
6211,Bombing/Explosion,Business,7,11
6212,Bombing/Explosion,Business,7,11
6213,Bombing/Explosion,Business,7,11
6214,Bombing/Explosion,Business,7,11
6215,Bombing/Explosion,Business,7,11
6216,Bombing/Explosion,Business,7,11
6217,Armed Assault,Business,1,11
6218,Bombing/Explosion,Business,7,11
6219,Bombing/Explosion,Business,7,11
6220,Bombing/Explosion,Business,7,11
6221,Bombing/Explosion,Utilities,7,19
6222,Bombing/Explosion,Private Citizens & Property,7,16
6223,Bombing/Explosion,Government (General),7,14
6224,Bombing/Explosion,Business,7,11
6225,Bombing/Explosion,Business,7,11
6226,Bombing/Explosion,Business,7,11
6227,Bombing/Explosion,Business,7,11
6228,Bombing/Explosion,Business,7,11
6229,Bombing/Explosion,Business,7,11
6230,Armed Assault,Private Citizens & Property,1,16
6231,Bombing/Explosion,Business,7,11
6232,Armed Assault,Military,1,13
6233,Bombing/Explosion,Business,7,11
6234,Armed Assault,Private Citizens & Property,1,16
6235,Assassination,Police,0,9
6236,Bombing/Explosion,Business,7,11
6237,Bombing/Explosion,Private Citizens & Property,7,16
6238,Hostage Taking (Kidnapping),Military,2,13
6239,Bombing/Explosion,Business,7,11
6240,Bombing/Explosion,Business,7,11
6241,Bombing/Explosion,Business,7,11
6242,Bombing/Explosion,Business,7,11
6243,Bombing/Explosion,Business,7,11
6244,Bombing/Explosion,Business,7,11
6245,Bombing/Explosion,Business,7,11
6246,Bombing/Explosion,Business,7,11
6247,Bombing/Explosion,Business,7,11
6248,Bombing/Explosion,Police,7,9
6249,Armed Assault,Private Citizens & Property,1,16
6250,Bombing/Explosion,Transportation,7,22
6251,Bombing/Explosion,Government (General),7,14
6252,Bombing/Explosion,Government (General),7,14
6253,Bombing/Explosion,Government (General),7,14
6254,Bombing/Explosion,Government (General),7,14
6255,Bombing/Explosion,Government (General),7,14
6256,Bombing/Explosion,Government (General),7,14
6257,Bombing/Explosion,Government (General),7,14
6258,Bombing/Explosion,Business,7,11
6259,Bombing/Explosion,Business,7,11
6260,Bombing/Explosion,Business,7,11
6261,Facility/Infrastructure Attack,Business,6,11
6262,Bombing/Explosion,Utilities,7,19
6263,Bombing/Explosion,Utilities,7,19
6264,Bombing/Explosion,Utilities,7,19
6265,Bombing/Explosion,Utilities,7,19
6266,Bombing/Explosion,Police,7,9
6267,Bombing/Explosion,Utilities,7,19
6268,Bombing/Explosion,Utilities,7,19
6269,Facility/Infrastructure Attack,Transportation,6,22
6270,Facility/Infrastructure Attack,Transportation,6,22
6271,Armed Assault,Transportation,1,22
6272,Hostage Taking (Kidnapping),Private Citizens & Property,2,16
6273,Assassination,Military,0,13
6274,Assassination,Government (General),0,14
6275,Assassination,Government (General),0,14
6276,Bombing/Explosion,Business,7,11
6277,Armed Assault,Military,1,13
6278,Armed Assault,Private Citizens & Property,1,16
6279,Armed Assault,Police,1,9
6280,Assassination,Government (General),0,14
6281,Bombing/Explosion,Business,7,11
6282,Armed Assault,Military,1,13
6283,Armed Assault,Police,1,9
6284,Armed Assault,Military,1,13
6285,Armed Assault,Military,1,13
6286,Armed Assault,Police,1,9
6287,Armed Assault,Private Citizens & Property,1,16
6288,Hostage Taking (Kidnapping),Private Citizens & Property,2,16
6289,Armed Assault,Police,1,9
6290,Armed Assault,Transportation,1,22
6291,Bombing/Explosion,Utilities,7,19
6292,Hostage Taking (Kidnapping),Private Citizens & Property,2,16
6293,Bombing/Explosion,Government (General),7,14
6294,Bombing/Explosion,Government (General),7,14
6295,Bombing/Explosion,Government (General),7,14
6296,Bombing/Explosion,Government (General),7,14
6297,Bombing/Explosion,Government (General),7,14
6298,Bombing/Explosion,Government (General),7,14
6299,Bombing/Explosion,Government (General),7,14
6300,Bombing/Explosion,Government (General),7,14
6301,Bombing/Explosion,Government (General),7,14
6302,Bombing/Explosion,Government (General),7,14
6303,Bombing/Explosion,Government (General),7,14
6304,Armed Assault,Private Citizens & Property,1,16
6305,Bombing/Explosion,Government (General),7,14
6306,Armed Assault,Police,1,9
6307,Unknown,Government (Diplomatic),3,12
6308,Unknown,Government (Diplomatic),27,12
6309,Assassination,Government (General),0,14
6310,Hostage Taking (Kidnapping),Utilities,2,19
6311,Bombing/Explosion,Transportation,7,22
6312,Armed Assault,Business,1,11
6313,Armed Assault,Military,1,13
6314,Armed Assault,Military,1,13
6315,Unknown,Business,3,11
6316,Unknown,Business,27,11
6317,Unknown,Private Citizens & Property,3,16
6318,Unknown,Private Citizens & Property,27,16
6319,Unknown,Private Citizens & Property,3,16
6320,Unknown,Private Citizens & Property,27,16
6321,Bombing/Explosion,Police,7,9
6322,Armed Assault,Military,1,13
6323,Unknown,Private Citizens & Property,3,16
6324,Unknown,Private Citizens & Property,27,16
6325,Armed Assault,Military,1,13
6326,Armed Assault,Educational Institution,1,10
6327,Armed Assault,Private Citizens & Property,1,16
6328,Bombing/Explosion,Business,7,11
6329,Bombing/Explosion,Police,7,9
6330,Hostage Taking (Kidnapping),Unknown,2,3
6331,Hostage Taking (Kidnapping),Unknown,2,27
6332,Bombing/Explosion,Educational Institution,7,10
6333,Armed Assault,Journalists & Media,1,18
6334,Bombing/Explosion,Utilities,7,19
6335,Armed Assault,Police,1,9
6336,Bombing/Explosion,Government (General),7,14
6337,Bombing/Explosion,Government (General),7,14
6338,Assassination,Military,0,13
6339,Bombing/Explosion,Business,7,11
6340,Bombing/Explosion,Private Citizens & Property,7,16
6341,Bombing/Explosion,Transportation,7,22
6342,Bombing/Explosion,Business,7,11
6343,Bombing/Explosion,Utilities,7,19
6344,Armed Assault,Private Citizens & Property,1,16
6345,Armed Assault,Private Citizens & Property,1,16
6346,Armed Assault,Private Citizens & Property,1,16
6347,Armed Assault,Airports & Aircraft,1,15
6348,Armed Assault,Transportation,1,22
6349,Armed Assault,Transportation,1,22
6350,Armed Assault,Police,1,9
6351,Hostage Taking (Kidnapping),Private Citizens & Property,2,16
6352,Bombing/Explosion,Utilities,7,19
6353,Bombing/Explosion,Police,7,9
6354,Armed Assault,Police,1,9
6355,Bombing/Explosion,Utilities,7,19
6356,Bombing/Explosion,Utilities,7,19
6357,Bombing/Explosion,Utilities,7,19
6358,Armed Assault,Police,1,9
6359,Armed Assault,Police,1,9
6360,Armed Assault,Police,1,9
6361,Armed Assault,Police,1,9
6362,Armed Assault,Police,1,9
6363,Assassination,Police,0,9
6364,Assassination,Military,0,13
6365,Bombing/Explosion,Police,7,9
6366,Armed Assault,Military,1,13
6367,Assassination,Police,0,9
6368,Assassination,Police,0,9
6369,Armed Assault,Police,1,9
6370,Armed Assault,Military,1,13
6371,Bombing/Explosion,Government (Diplomatic),7,12
6372,Bombing/Explosion,Transportation,7,22
6373,Armed Assault,Police,1,9
6374,Assassination,Police,0,9
6375,Bombing/Explosion,Police,7,9
6376,Bombing/Explosion,Transportation,7,22
6377,Hostage Taking (Barricade Incident),Private Citizens & Property,5,16
6378,Hostage Taking (Kidnapping),Business,2,11
6379,Armed Assault,Private Citizens & Property,1,16
6380,Assassination,Private Citizens & Property,0,16
6381,Hostage Taking (Kidnapping),Private Citizens & Property,2,16
6382,Hostage Taking (Kidnapping),Business,2,11
6383,Bombing/Explosion,Government (General),7,14
6384,Bombing/Explosion,Government (General),7,14
6385,Bombing/Explosion,Government (General),7,14
6386,Bombing/Explosion,Government (General),7,14
6387,Bombing/Explosion,Government (General),7,14
6388,Bombing/Explosion,Utilities,7,19
6389,Assassination,Government (General),0,14
6390,Bombing/Explosion,Business,7,11
6391,Bombing/Explosion,Business,7,11
6392,Bombing/Explosion,Business,7,11
6393,Bombing/Explosion,Business,7,11
6394,Bombing/Explosion,Business,7,11
6395,Bombing/Explosion,Business,7,11
6396,Bombing/Explosion,Business,7,11
6397,Bombing/Explosion,Business,7,11
6398,Bombing/Explosion,Business,7,11
6399,Bombing/Explosion,Business,7,11
6400,Bombing/Explosion,Business,7,11
6401,Bombing/Explosion,Business,7,11
6402,Bombing/Explosion,Business,7,11
6403,Bombing/Explosion,Business,7,11
6404,Bombing/Explosion,Educational Institution,7,10
6405,Bombing/Explosion,Educational Institution,7,10
6406,Bombing/Explosion,Educational Institution,7,10
6407,Bombing/Explosion,Educational Institution,7,10
6408,Bombing/Explosion,Educational Institution,7,10
6409,Hostage Taking (Barricade Incident),Journalists & Media,5,18
6410,Hostage Taking (Barricade Incident),Journalists & Media,5,18
6411,Armed Assault,Police,1,9
6412,Bombing/Explosion,Business,7,11
6413,Bombing/Explosion,Business,7,11
6414,Bombing/Explosion,Business,7,11
6415,Bombing/Explosion,Business,7,11
6416,Bombing/Explosion,Business,7,11
6417,Bombing/Explosion,Business,7,11
6418,Bombing/Explosion,Business,7,11
6419,Bombing/Explosion,Business,7,11
6420,Bombing/Explosion,Business,7,11
6421,Bombing/Explosion,Business,7,11
6422,Bombing/Explosion,Business,7,11
6423,Bombing/Explosion,Business,7,11
6424,Bombing/Explosion,Business,7,11
6425,Bombing/Explosion,Business,7,11
6426,Bombing/Explosion,Business,7,11
6427,Bombing/Explosion,Business,7,11
6428,Bombing/Explosion,Business,7,11
6429,Bombing/Explosion,Business,7,11
6430,Bombing/Explosion,Business,7,11
6431,Bombing/Explosion,Business,7,11
6432,Bombing/Explosion,Business,7,11
6433,Bombing/Explosion,Business,7,11
6434,Bombing/Explosion,Business,7,11
6435,Bombing/Explosion,Business,7,11
6436,Bombing/Explosion,Business,7,11
6437,Bombing/Explosion,Business,7,11
6438,Bombing/Explosion,Utilities,7,19
6439,Unknown,Police,3,9
6440,Unknown,Police,27,9
6441,Bombing/Explosion,Government (Diplomatic),7,12
6442,Bombing/Explosion,Transportation,7,22
6443,Bombing/Explosion,Utilities,7,19
6444,Bombing/Explosion,Utilities,7,19
6445,Bombing/Explosion,Utilities,7,19
6446,Bombing/Explosion,Utilities,7,19
6447,Bombing/Explosion,Utilities,7,19
6448,Bombing/Explosion,Utilities,7,19
6449,Bombing/Explosion,Utilities,7,19
6450,Bombing/Explosion,Utilities,7,19
6451,Bombing/Explosion,Utilities,7,19
6452,Bombing/Explosion,Utilities,7,19
6453,Bombing/Explosion,Utilities,7,19
6454,Bombing/Explosion,Utilities,7,19
6455,Bombing/Explosion,Utilities,7,19
6456,Bombing/Explosion,Utilities,7,19
6457,Bombing/Explosion,Utilities,7,19
6458,Bombing/Explosion,Utilities,7,19
6459,Bombing/Explosion,Utilities,7,19
6460,Bombing/Explosion,Utilities,7,19
6461,Bombing/Explosion,Utilities,7,19
6462,Bombing/Explosion,Utilities,7,19
6463,Bombing/Explosion,Utilities,7,19
6464,Bombing/Explosion,Educational Institution,7,10
6465,Bombing/Explosion,Business,7,11
6466,Bombing/Explosion,Government (General),7,14
6467,Bombing/Explosion,Government (General),7,14
6468,Armed Assault,Police,1,9
6469,Assassination,Business,0,11
6470,Bombing/Explosion,Government (Diplomatic),7,12
6471,Bombing/Explosion,Business,7,11
6472,Bombing/Explosion,Business,7,11
6473,Bombing/Explosion,Private Citizens & Property,7,16
6474,Bombing/Explosion,Business,7,11
6475,Armed Assault,Military,1,13
6476,Armed Assault,Military,1,13
6477,Armed Assault,Military,1,13
6478,Armed Assault,Transportation,1,22
6479,Bombing/Explosion,Police,7,9
6480,Armed Assault,Military,1,13
6481,Bombing/Explosion,Business,7,11
6482,Armed Assault,Police,1,9
6483,Facility/Infrastructure Attack,Utilities,6,19
6484,Bombing/Explosion,Utilities,7,19
6485,Assassination,Police,0,9
6486,Armed Assault,Police,1,9
6487,Armed Assault,Police,1,9
6488,Unknown,Private Citizens & Property,3,16
6489,Unknown,Private Citizens & Property,27,16
6490,Hostage Taking (Kidnapping),Police,2,9
6491,Assassination,Business,0,11
6492,Bombing/Explosion,Business,7,11
6493,Bombing/Explosion,Educational Institution,7,10
6494,Bombing/Explosion,Business,7,11
6495,Armed Assault,Private Citizens & Property,1,16
6496,Armed Assault,Government (General),1,14
6497,Hostage Taking (Kidnapping),Business,2,11
6498,Bombing/Explosion,Government (Diplomatic),7,12
6499,Armed Assault,Police,1,9
6500,Armed Assault,Business,1,11
6501,Armed Assault,Private Citizens & Property,1,16
6502,Bombing/Explosion,Government (General),7,14
6503,Bombing/Explosion,Business,7,11
6504,Bombing/Explosion,Private Citizens & Property,7,16
6505,Bombing/Explosion,Transportation,7,22
6506,Bombing/Explosion,Private Citizens & Property,7,16
6507,Bombing/Explosion,Private Citizens & Property,7,16
6508,Bombing/Explosion,Private Citizens & Property,7,16
6509,Bombing/Explosion,Private Citizens & Property,7,16
6510,Bombing/Explosion,Private Citizens & Property,7,16
6511,Bombing/Explosion,Government (General),7,14
6512,Bombing/Explosion,Government (General),7,14
6513,Bombing/Explosion,Government (General),7,14
6514,Bombing/Explosion,Government (General),7,14
6515,Bombing/Explosion,Government (General),7,14
6516,Bombing/Explosion,Government (General),7,14
6517,Bombing/Explosion,Utilities,7,19
6518,Bombing/Explosion,Educational Institution,7,10
6519,Armed Assault,Transportation,1,22
6520,Bombing/Explosion,Private Citizens & Property,7,16
6521,Bombing/Explosion,Private Citizens & Property,7,16
6522,Bombing/Explosion,Private Citizens & Property,7,16
6523,Armed Assault,Military,1,13
6524,Facility/Infrastructure Attack,Government (General),6,14
6525,Bombing/Explosion,Government (General),7,14
6526,Assassination,Private Citizens & Property,0,16
6527,Hostage Taking (Kidnapping),Private Citizens & Property,2,16
6528,Bombing/Explosion,Religious Figures/Institutions,7,23
6529,Armed Assault,Military,1,13
6530,Armed Assault,Military,1,13
6531,Assassination,Government (Diplomatic),0,12
6532,Armed Assault,Police,1,9
6533,Assassination,Private Citizens & Property,0,16
6534,Assassination,Business,0,11
6535,Assassination,Government (General),0,14
6536,Bombing/Explosion,Religious Figures/Institutions,7,23
6537,Bombing/Explosion,Religious Figures/Institutions,7,23
6538,Bombing/Explosion,Religious Figures/Institutions,7,23
6539,Bombing/Explosion,Religious Figures/Institutions,7,23
6540,Assassination,Military,0,13
6541,Assassination,Police,0,9
6542,Armed Assault,Private Citizens & Property,1,16
6543,Assassination,Government (General),0,14
6544,Bombing/Explosion,Private Citizens & Property,7,16
6545,Bombing/Explosion,Educational Institution,7,10
6546,Bombing/Explosion,Government (Diplomatic),7,12
6547,Bombing/Explosion,Airports & Aircraft,7,15
6548,Hostage Taking (Kidnapping),Private Citizens & Property,2,16
6549,Bombing/Explosion,Educational Institution,7,10
6550,Bombing/Explosion,Private Citizens & Property,7,16
6551,Armed Assault,Military,1,13
6552,Armed Assault,Government (General),1,14
6553,Assassination,Business,0,11
6554,Assassination,Police,0,9
6555,Assassination,Business,0,11
6556,Armed Assault,Military,1,13
6557,Assassination,Military,0,13
6558,Bombing/Explosion,Transportation,7,22
6559,Bombing/Explosion,Transportation,7,22
6560,Bombing/Explosion,Transportation,7,22
6561,Bombing/Explosion,Transportation,7,22
6562,Assassination,Government (General),0,14
6563,Assassination,Police,0,9
6564,Armed Assault,Police,1,9
6565,Armed Assault,Police,1,9
6566,Armed Assault,Police,1,9
6567,Bombing/Explosion,Police,7,9
6568,Bombing/Explosion,Police,7,9
6569,Bombing/Explosion,Utilities,7,19
6570,Bombing/Explosion,Utilities,7,19
6571,Bombing/Explosion,Utilities,7,19
6572,Bombing/Explosion,Telecommunication,7,17
6573,Assassination,Government (General),0,14
6574,Armed Assault,Private Citizens & Property,1,16
6575,Bombing/Explosion,Police,7,9
6576,Bombing/Explosion,Government (General),7,14
6577,Armed Assault,Government (Diplomatic),1,12
6578,Bombing/Explosion,Airports & Aircraft,7,15
6579,Bombing/Explosion,Business,7,11
6580,Bombing/Explosion,Business,7,11
6581,Bombing/Explosion,Business,7,11
6582,Bombing/Explosion,Food or Water Supply,7,24
6583,Bombing/Explosion,Government (Diplomatic),7,12
6584,Bombing/Explosion,Private Citizens & Property,7,16
6585,Armed Assault,Military,1,13
6586,Assassination,Government (General),0,14
6587,Facility/Infrastructure Attack,Transportation,6,22
6588,Facility/Infrastructure Attack,Transportation,6,22
6589,Facility/Infrastructure Attack,Transportation,6,22
6590,Facility/Infrastructure Attack,Transportation,6,22
6591,Facility/Infrastructure Attack,Transportation,6,22
6592,Facility/Infrastructure Attack,Transportation,6,22
6593,Bombing/Explosion,Utilities,7,19
6594,Bombing/Explosion,Utilities,7,19
6595,Bombing/Explosion,Utilities,7,19
6596,Armed Assault,Military,1,13
6597,Bombing/Explosion,Business,7,11
6598,Bombing/Explosion,Police,7,9
6599,Bombing/Explosion,Private Citizens & Property,7,16
6600,Bombing/Explosion,Private Citizens & Property,7,16
6601,Bombing/Explosion,Police,7,9
6602,Bombing/Explosion,Utilities,7,19
6603,Bombing/Explosion,Utilities,7,19
6604,Bombing/Explosion,Utilities,7,19
6605,Bombing/Explosion,Police,7,9
6606,Facility/Infrastructure Attack,Business,6,11
6607,Facility/Infrastructure Attack,Business,6,11
6608,Facility/Infrastructure Attack,Business,6,11
6609,Facility/Infrastructure Attack,Business,6,11
6610,Facility/Infrastructure Attack,Business,6,11
6611,Facility/Infrastructure Attack,Business,6,11
6612,Bombing/Explosion,Government (General),7,14
6613,Bombing/Explosion,Government (General),7,14
6614,Bombing/Explosion,Government (General),7,14
6615,Bombing/Explosion,Government (General),7,14
6616,Bombing/Explosion,Business,7,11
6617,Bombing/Explosion,Business,7,11
6618,Bombing/Explosion,Business,7,11
6619,Bombing/Explosion,Government (General),7,14
6620,Armed Assault,Military,1,13
6621,Bombing/Explosion,Government (General),7,14
6622,Bombing/Explosion,Government (General),7,14
6623,Bombing/Explosion,Government (General),7,14
6624,Bombing/Explosion,Government (General),7,14
6625,Bombing/Explosion,Government (General),7,14
6626,Bombing/Explosion,Transportation,7,22
6627,Bombing/Explosion,Private Citizens & Property,7,16
6628,Bombing/Explosion,Government (General),7,14
6629,Armed Assault,Military,1,13
6630,Hostage Taking (Barricade Incident),Journalists & Media,5,18
6631,Bombing/Explosion,Government (Diplomatic),7,12
6632,Bombing/Explosion,Educational Institution,7,10
6633,Bombing/Explosion,Religious Figures/Institutions,7,23
6634,Bombing/Explosion,Military,7,13
6635,Armed Assault,Military,1,13
6636,Facility/Infrastructure Attack,Government (General),6,14
6637,Facility/Infrastructure Attack,Government (General),6,14
6638,Bombing/Explosion,Government (General),7,14
6639,Bombing/Explosion,Government (General),7,14
6640,Bombing/Explosion,Utilities,7,19
6641,Bombing/Explosion,Utilities,7,19
6642,Bombing/Explosion,Utilities,7,19
6643,Armed Assault,Military,1,13
6644,Hostage Taking (Kidnapping),Government (General),2,14
6645,Hostage Taking (Barricade Incident),Journalists & Media,5,18
6646,Bombing/Explosion,Government (General),7,14
6647,Bombing/Explosion,Government (General),7,14
6648,Bombing/Explosion,Government (General),7,14
6649,Bombing/Explosion,Government (General),7,14
6650,Bombing/Explosion,Business,7,11
6651,Bombing/Explosion,Transportation,7,22
6652,Bombing/Explosion,Business,7,11
6653,Bombing/Explosion,Business,7,11
6654,Bombing/Explosion,Government (General),7,14
6655,Bombing/Explosion,Business,7,11
6656,Hostage Taking (Barricade Incident),Telecommunication,5,17
6657,Armed Assault,Private Citizens & Property,1,16
6658,Bombing/Explosion,Government (General),7,14
6659,Bombing/Explosion,Police,7,9
6660,Bombing/Explosion,Government (General),7,14
6661,Armed Assault,Private Citizens & Property,1,16
6662,Bombing/Explosion,Government (General),7,14
6663,Assassination,Government (General),0,14
6664,Bombing/Explosion,Business,7,11
6665,Assassination,Government (General),0,14
