,source,target,source_id,target_id
11300,Hostage Taking (Kidnapping),Business,2,11
11301,Hostage Taking (Kidnapping),Police,2,9
11302,Hostage Taking (Kidnapping),Government (General),2,14
11303,Hostage Taking (Kidnapping),Government (General),2,14
11304,Hostage Taking (Kidnapping),Business,2,11
11305,Hostage Taking (Kidnapping),Business,2,11
11306,Hostage Taking (Kidnapping),Business,2,11
11307,Assassination,Police,0,9
11308,Hostage Taking (Kidnapping),Government (General),2,14
11309,Bombing/Explosion,Government (General),7,14
11310,Bombing/Explosion,Telecommunication,7,17
11311,Bombing/Explosion,Tourists,7,28
11312,Bombing/Explosion,Police,7,9
11313,Bombing/Explosion,Business,7,11
11314,Bombing/Explosion,Government (General),7,14
11315,Bombing/Explosion,Military,7,13
11316,Bombing/Explosion,Government (General),7,14
11317,Bombing/Explosion,Military,7,13
11318,Bombing/Explosion,Educational Institution,7,10
11319,Bombing/Explosion,Religious Figures/Institutions,7,23
11320,Bombing/Explosion,Government (General),7,14
11321,Bombing/Explosion,Journalists & Media,7,18
11322,Bombing/Explosion,Government (General),7,14
11323,Bombing/Explosion,Religious Figures/Institutions,7,23
11324,Assassination,Police,0,9
11325,Assassination,Government (General),0,14
11326,Assassination,Government (General),0,14
11327,Hostage Taking (Kidnapping),Government (General),2,14
11328,Hostage Taking (Kidnapping),Government (General),2,14
11329,Hostage Taking (Kidnapping),Private Citizens & Property,2,16
11330,Armed Assault,Private Citizens & Property,1,16
11331,Armed Assault,Private Citizens & Property,1,16
11332,Bombing/Explosion,Private Citizens & Property,7,16
11333,Armed Assault,Military,1,13
11334,Bombing/Explosion,Police,7,9
11335,Assassination,Journalists & Media,0,18
11336,Armed Assault,Military,1,13
11337,Armed Assault,Transportation,1,22
11338,Armed Assault,Transportation,1,22
11339,Armed Assault,Transportation,1,22
11340,Armed Assault,Transportation,1,22
11341,Armed Assault,Transportation,1,22
11342,Armed Assault,Transportation,1,22
11343,Armed Assault,Police,1,9
11344,Assassination,Business,0,11
11345,Assassination,Government (General),0,14
11346,Bombing/Explosion,Utilities,7,19
11347,Facility/Infrastructure Attack,Business,6,11
11348,Assassination,Government (General),0,14
11349,Assassination,Government (General),0,14
11350,Bombing/Explosion,Journalists & Media,7,18
11351,Armed Assault,Private Citizens & Property,1,16
11352,Armed Assault,Private Citizens & Property,1,16
11353,Hostage Taking (Kidnapping),Business,2,11
11354,Hostage Taking (Kidnapping),Business,2,11
11355,Assassination,Private Citizens & Property,0,16
11356,Assassination,Government (General),0,14
11357,Assassination,Business,0,11
11358,Assassination,Government (General),0,14
11359,Assassination,Government (General),0,14
11360,Bombing/Explosion,Utilities,7,19
11361,Bombing/Explosion,Utilities,7,19
11362,Facility/Infrastructure Attack,Unknown,6,3
11363,Facility/Infrastructure Attack,Unknown,6,27
11364,Facility/Infrastructure Attack,Private Citizens & Property,6,16
11365,Armed Assault,Business,1,11
11366,Bombing/Explosion,Government (General),7,14
11367,Bombing/Explosion,Government (General),7,14
11368,Armed Assault,Police,1,9
11369,Bombing/Explosion,Government (General),7,14
11370,Bombing/Explosion,Business,7,11
11371,Bombing/Explosion,Business,7,11
11372,Armed Assault,Police,1,9
11373,Bombing/Explosion,Business,7,11
11374,Bombing/Explosion,Business,7,11
11375,Bombing/Explosion,Business,7,11
11376,Bombing/Explosion,Government (General),7,14
11377,Bombing/Explosion,Utilities,7,19
11378,Bombing/Explosion,Private Citizens & Property,7,16
11379,Bombing/Explosion,Business,7,11
11380,Bombing/Explosion,Government (General),7,14
11381,Bombing/Explosion,Government (General),7,14
11382,Bombing/Explosion,Government (General),7,14
11383,Bombing/Explosion,Government (General),7,14
11384,Bombing/Explosion,Government (General),7,14
11385,Bombing/Explosion,Government (General),7,14
11386,Bombing/Explosion,Government (General),7,14
11387,Bombing/Explosion,Government (General),7,14
11388,Bombing/Explosion,Military,7,13
11389,Facility/Infrastructure Attack,Business,6,11
11390,Facility/Infrastructure Attack,Utilities,6,19
11391,Assassination,Police,0,9
11392,Bombing/Explosion,Utilities,7,19
11393,Bombing/Explosion,Utilities,7,19
11394,Bombing/Explosion,Utilities,7,19
11395,Bombing/Explosion,Utilities,7,19
11396,Bombing/Explosion,Utilities,7,19
11397,Bombing/Explosion,Utilities,7,19
11398,Bombing/Explosion,Utilities,7,19
11399,Bombing/Explosion,Utilities,7,19
11400,Bombing/Explosion,Utilities,7,19
11401,Bombing/Explosion,Utilities,7,19
11402,Bombing/Explosion,Utilities,7,19
11403,Bombing/Explosion,Utilities,7,19
11404,Bombing/Explosion,Utilities,7,19
11405,Bombing/Explosion,Utilities,7,19
11406,Bombing/Explosion,Government (General),7,14
11407,Bombing/Explosion,Airports & Aircraft,7,15
11408,Bombing/Explosion,Food or Water Supply,7,24
11409,Bombing/Explosion,Utilities,7,19
11410,Bombing/Explosion,Utilities,7,19
11411,Bombing/Explosion,Business,7,11
11412,Hostage Taking (Kidnapping),Unknown,2,3
11413,Hostage Taking (Kidnapping),Unknown,2,27
11414,Armed Assault,Business,1,11
11415,Armed Assault,Utilities,1,19
11416,Bombing/Explosion,Business,7,11
11417,Bombing/Explosion,Business,7,11
11418,Bombing/Explosion,Business,7,11
11419,Bombing/Explosion,Business,7,11
11420,Bombing/Explosion,Business,7,11
11421,Bombing/Explosion,Government (General),7,14
11422,Bombing/Explosion,Government (General),7,14
11423,Bombing/Explosion,Government (General),7,14
11424,Bombing/Explosion,Police,7,9
11425,Bombing/Explosion,Telecommunication,7,17
11426,Bombing/Explosion,Telecommunication,7,17
11427,Bombing/Explosion,Telecommunication,7,17
11428,Bombing/Explosion,Telecommunication,7,17
11429,Bombing/Explosion,Telecommunication,7,17
11430,Facility/Infrastructure Attack,Business,6,11
11431,Armed Assault,Police,1,9
11432,Bombing/Explosion,Business,7,11
11433,Bombing/Explosion,Business,7,11
11434,Bombing/Explosion,Business,7,11
11435,Bombing/Explosion,Business,7,11
11436,Bombing/Explosion,Government (General),7,14
11437,Bombing/Explosion,Business,7,11
11438,Bombing/Explosion,Private Citizens & Property,7,16
11439,Bombing/Explosion,Government (General),7,14
11440,Armed Assault,Military,1,13
11441,Armed Assault,Terrorists/Non-State Militia,1,25
11442,Bombing/Explosion,Business,7,11
11443,Bombing/Explosion,Business,7,11
11444,Bombing/Explosion,Business,7,11
11445,Bombing/Explosion,Business,7,11
11446,Bombing/Explosion,Business,7,11
11447,Bombing/Explosion,Business,7,11
11448,Bombing/Explosion,Business,7,11
11449,Armed Assault,Police,1,9
11450,Assassination,Police,0,9
11451,Assassination,Business,0,11
11452,Bombing/Explosion,Government (General),7,14
11453,Bombing/Explosion,Government (General),7,14
11454,Bombing/Explosion,Government (General),7,14
11455,Bombing/Explosion,Government (General),7,14
11456,Bombing/Explosion,Government (General),7,14
11457,Hostage Taking (Kidnapping),Government (General),2,14
11458,Assassination,Government (General),0,14
11459,Bombing/Explosion,Business,7,11
11460,Bombing/Explosion,Utilities,7,19
11461,Bombing/Explosion,Utilities,7,19
11462,Bombing/Explosion,Private Citizens & Property,7,16
11463,Bombing/Explosion,Business,7,11
11464,Assassination,Government (General),0,14
11465,Armed Assault,Private Citizens & Property,1,16
11466,Bombing/Explosion,Business,7,11
11467,Armed Assault,Government (General),1,14
11468,Hostage Taking (Kidnapping),Government (General),2,14
11469,Assassination,Police,0,9
11470,Assassination,Police,0,9
11471,Assassination,Police,0,9
11472,Assassination,Police,0,9
11473,Assassination,Police,0,9
11474,Assassination,Police,0,9
11475,Assassination,Police,0,9
11476,Assassination,Police,0,9
11477,Assassination,Police,0,9
11478,Assassination,Police,0,9
11479,Assassination,Police,0,9
11480,Assassination,Police,0,9
11481,Assassination,Police,0,9
11482,Assassination,Police,0,9
11483,Assassination,Police,0,9
11484,Assassination,Police,0,9
11485,Assassination,Police,0,9
11486,Assassination,Police,0,9
11487,Assassination,Private Citizens & Property,0,16
11488,Assassination,Police,0,9
11489,Assassination,Police,0,9
11490,Assassination,Police,0,9
11491,Assassination,Private Citizens & Property,0,16
11492,Bombing/Explosion,Government (General),7,14
11493,Bombing/Explosion,Government (General),7,14
11494,Assassination,Police,0,9
11495,Armed Assault,Private Citizens & Property,1,16
11496,Bombing/Explosion,Food or Water Supply,7,24
11497,Bombing/Explosion,Business,7,11
11498,Armed Assault,Private Citizens & Property,1,16
11499,Hostage Taking (Kidnapping),Private Citizens & Property,2,16
11500,Armed Assault,Private Citizens & Property,1,16
11501,Armed Assault,Military,1,13
11502,Armed Assault,Military,1,13
11503,Assassination,Government (General),0,14
11504,Armed Assault,Private Citizens & Property,1,16
11505,Assassination,Government (General),0,14
11506,Assassination,Private Citizens & Property,0,16
11507,Bombing/Explosion,Police,7,9
11508,Bombing/Explosion,Government (General),7,14
11509,Bombing/Explosion,Business,7,11
11510,Bombing/Explosion,Government (General),7,14
11511,Bombing/Explosion,Educational Institution,7,10
11512,Bombing/Explosion,Educational Institution,7,10
11513,Bombing/Explosion,Educational Institution,7,10
11514,Bombing/Explosion,Police,7,9
11515,Armed Assault,Private Citizens & Property,1,16
11516,Bombing/Explosion,Government (General),7,14
11517,Armed Assault,Private Citizens & Property,1,16
11518,Armed Assault,Private Citizens & Property,1,16
11519,Armed Assault,Private Citizens & Property,1,16
11520,Armed Assault,Private Citizens & Property,1,16
11521,Bombing/Explosion,Police,7,9
11522,Assassination,Police,0,9
11523,Bombing/Explosion,Police,7,9
11524,Assassination,Police,0,9
11525,Assassination,Government (General),0,14
11526,Hostage Taking (Kidnapping),Religious Figures/Institutions,2,23
11527,Bombing/Explosion,Business,7,11
11528,Assassination,Government (General),0,14
11529,Armed Assault,Journalists & Media,1,18
11530,Bombing/Explosion,Police,7,9
11531,Bombing/Explosion,Business,7,11
11532,Armed Assault,Business,1,11
11533,Assassination,Government (General),0,14
11534,Assassination,Government (General),0,14
11535,Armed Assault,Police,1,9
11536,Bombing/Explosion,Police,7,9
11537,Assassination,Terrorists/Non-State Militia,0,25
11538,Assassination,Religious Figures/Institutions,0,23
11539,Assassination,Police,0,9
11540,Bombing/Explosion,Private Citizens & Property,7,16
11541,Bombing/Explosion,Business,7,11
11542,Armed Assault,Military,1,13
11543,Assassination,Private Citizens & Property,0,16
11544,Bombing/Explosion,Business,7,11
11545,Bombing/Explosion,Business,7,11
11546,Bombing/Explosion,Private Citizens & Property,7,16
11547,Bombing/Explosion,Government (General),7,14
11548,Bombing/Explosion,Business,7,11
11549,Hostage Taking (Kidnapping),Government (General),2,14
11550,Assassination,Police,0,9
11551,Assassination,Police,0,9
11552,Bombing/Explosion,Business,7,11
11553,Bombing/Explosion,Police,7,9
11554,Bombing/Explosion,Business,7,11
11555,Bombing/Explosion,Business,7,11
11556,Bombing/Explosion,Business,7,11
11557,Bombing/Explosion,Private Citizens & Property,7,16
11558,Bombing/Explosion,Private Citizens & Property,7,16
11559,Bombing/Explosion,Police,7,9
11560,Bombing/Explosion,Police,7,9
11561,Bombing/Explosion,Business,7,11
11562,Assassination,Government (General),0,14
11563,Bombing/Explosion,Business,7,11
11564,Armed Assault,Business,1,11
11565,Hostage Taking (Kidnapping),Business,2,11
11566,Assassination,Business,0,11
11567,Bombing/Explosion,Business,7,11
11568,Bombing/Explosion,Private Citizens & Property,7,16
11569,Armed Assault,Police,1,9
11570,Bombing/Explosion,Telecommunication,7,17
11571,Hostage Taking (Kidnapping),Private Citizens & Property,2,16
11572,Assassination,Government (General),0,14
11573,Bombing/Explosion,Business,7,11
11574,Bombing/Explosion,Government (General),7,14
11575,Assassination,Police,0,9
11576,Armed Assault,Transportation,1,22
11577,Armed Assault,Transportation,1,22
11578,Armed Assault,Transportation,1,22
11579,Armed Assault,Transportation,1,22
11580,Armed Assault,Transportation,1,22
11581,Hostage Taking (Kidnapping),Government (General),2,14
11582,Bombing/Explosion,Utilities,7,19
11583,Bombing/Explosion,Private Citizens & Property,7,16
11584,Bombing/Explosion,Private Citizens & Property,7,16
11585,Bombing/Explosion,Government (Diplomatic),7,12
11586,Bombing/Explosion,Religious Figures/Institutions,7,23
11587,Bombing/Explosion,Religious Figures/Institutions,7,23
11588,Bombing/Explosion,Business,7,11
11589,Bombing/Explosion,Government (General),7,14
11590,Armed Assault,Educational Institution,1,10
11591,Assassination,Private Citizens & Property,0,16
11592,Assassination,Private Citizens & Property,0,16
11593,Bombing/Explosion,Private Citizens & Property,7,16
11594,Armed Assault,Private Citizens & Property,1,16
11595,Bombing/Explosion,Government (General),7,14
11596,Bombing/Explosion,Private Citizens & Property,7,16
11597,Bombing/Explosion,Private Citizens & Property,7,16
11598,Bombing/Explosion,Business,7,11
11599,Bombing/Explosion,Government (General),7,14
11600,Bombing/Explosion,Government (General),7,14
11601,Armed Assault,Police,1,9
11602,Hostage Taking (Kidnapping),Business,2,11
11603,Assassination,Police,0,9
11604,Bombing/Explosion,Government (General),7,14
11605,Bombing/Explosion,Government (General),7,14
11606,Assassination,Police,0,9
11607,Assassination,Transportation,0,22
11608,Armed Assault,Military,1,13
11609,Armed Assault,Military,1,13
11610,Hostage Taking (Barricade Incident),Journalists & Media,5,18
11611,Hostage Taking (Barricade Incident),Journalists & Media,5,18
11612,Assassination,Government (General),0,14
11613,Assassination,Police,0,9
11614,Bombing/Explosion,Private Citizens & Property,7,16
11615,Assassination,Government (General),0,14
11616,Assassination,Government (General),0,14
11617,Bombing/Explosion,Religious Figures/Institutions,7,23
11618,Bombing/Explosion,Business,7,11
11619,Bombing/Explosion,Educational Institution,7,10
11620,Armed Assault,Business,1,11
11621,Bombing/Explosion,Government (General),7,14
11622,Bombing/Explosion,Government (General),7,14
11623,Bombing/Explosion,Violent Political Party,7,30
11624,Bombing/Explosion,Violent Political Party,7,30
11625,Bombing/Explosion,Educational Institution,7,10
11626,Armed Assault,Military,1,13
11627,Armed Assault,Military,1,13
11628,Hostage Taking (Kidnapping),Government (General),2,14
11629,Hostage Taking (Kidnapping),Government (General),2,14
11630,Hostage Taking (Kidnapping),Government (General),2,14
11631,Hostage Taking (Kidnapping),Government (General),2,14
11632,Assassination,Government (General),0,14
11633,Bombing/Explosion,Transportation,7,22
11634,Hostage Taking (Kidnapping),Business,2,11
11635,Assassination,Government (General),0,14
11636,Assassination,Police,0,9
11637,Bombing/Explosion,Journalists & Media,7,18
11638,Bombing/Explosion,Police,7,9
11639,Bombing/Explosion,Utilities,7,19
11640,Armed Assault,Business,1,11
11641,Armed Assault,Police,1,9
11642,Armed Assault,Private Citizens & Property,1,16
11643,Armed Assault,Private Citizens & Property,1,16
11644,Bombing/Explosion,Private Citizens & Property,7,16
11645,Armed Assault,Journalists & Media,1,18
11646,Assassination,Military,0,13
11647,Bombing/Explosion,Religious Figures/Institutions,7,23
11648,Armed Assault,Police,1,9
11649,Bombing/Explosion,Police,7,9
11650,Armed Assault,Police,1,9
11651,Armed Assault,Police,1,9
11652,Bombing/Explosion,Religious Figures/Institutions,7,23
11653,Bombing/Explosion,Religious Figures/Institutions,7,23
11654,Bombing/Explosion,Religious Figures/Institutions,7,23
11655,Bombing/Explosion,Transportation,7,22
11656,Bombing/Explosion,Police,7,9
11657,Assassination,Private Citizens & Property,0,16
11658,Bombing/Explosion,Religious Figures/Institutions,7,23
11659,Bombing/Explosion,Business,7,11
11660,Assassination,Government (General),0,14
11661,Assassination,Government (General),0,14
11662,Facility/Infrastructure Attack,Educational Institution,6,10
11663,Bombing/Explosion,Transportation,7,22
11664,Bombing/Explosion,Business,7,11
11665,Bombing/Explosion,Business,7,11
11666,Bombing/Explosion,Business,7,11
11667,Bombing/Explosion,Private Citizens & Property,7,16
11668,Bombing/Explosion,Business,7,11
11669,Bombing/Explosion,Government (General),7,14
11670,Armed Assault,Journalists & Media,1,18
11671,Armed Assault,Police,1,9
11672,Armed Assault,Military,1,13
11673,Assassination,Business,0,11
11674,Bombing/Explosion,Police,7,9
11675,Bombing/Explosion,Government (General),7,14
11676,Bombing/Explosion,Police,7,9
11677,Assassination,Private Citizens & Property,0,16
11678,Bombing/Explosion,Telecommunication,7,17
11679,Bombing/Explosion,Government (General),7,14
11680,Bombing/Explosion,Government (General),7,14
11681,Bombing/Explosion,Private Citizens & Property,7,16
11682,Bombing/Explosion,Government (General),7,14
11683,Bombing/Explosion,Private Citizens & Property,7,16
11684,Bombing/Explosion,Government (General),7,14
11685,Bombing/Explosion,Government (General),7,14
11686,Bombing/Explosion,Government (General),7,14
11687,Bombing/Explosion,Government (General),7,14
11688,Bombing/Explosion,Government (General),7,14
11689,Bombing/Explosion,Government (General),7,14
11690,Bombing/Explosion,Government (General),7,14
11691,Bombing/Explosion,Government (General),7,14
11692,Bombing/Explosion,Private Citizens & Property,7,16
11693,Bombing/Explosion,Police,7,9
11694,Bombing/Explosion,Utilities,7,19
11695,Hostage Taking (Barricade Incident),Journalists & Media,5,18
11696,Hostage Taking (Kidnapping),Private Citizens & Property,2,16
11697,Assassination,Police,0,9
11698,Bombing/Explosion,Business,7,11
11699,Bombing/Explosion,Business,7,11
11700,Bombing/Explosion,Police,7,9
11701,Bombing/Explosion,Government (General),7,14
11702,Assassination,Government (General),0,14
11703,Bombing/Explosion,Utilities,7,19
11704,Bombing/Explosion,Utilities,7,19
11705,Bombing/Explosion,Utilities,7,19
11706,Bombing/Explosion,Utilities,7,19
11707,Bombing/Explosion,Private Citizens & Property,7,16
11708,Bombing/Explosion,Private Citizens & Property,7,16
11709,Armed Assault,Business,1,11
11710,Facility/Infrastructure Attack,Government (General),6,14
11711,Assassination,Private Citizens & Property,0,16
11712,Assassination,Private Citizens & Property,0,16
11713,Bombing/Explosion,Government (General),7,14
11714,Bombing/Explosion,Private Citizens & Property,7,16
11715,Bombing/Explosion,Private Citizens & Property,7,16
11716,Bombing/Explosion,Private Citizens & Property,7,16
11717,Bombing/Explosion,Transportation,7,22
11718,Bombing/Explosion,Police,7,9
11719,Hostage Taking (Kidnapping),Government (General),2,14
11720,Hostage Taking (Kidnapping),Government (General),2,14
11721,Armed Assault,Educational Institution,1,10
11722,Bombing/Explosion,Private Citizens & Property,7,16
11723,Assassination,Police,0,9
11724,Assassination,Police,0,9
11725,Assassination,Police,0,9
11726,Armed Assault,Business,1,11
11727,Hostage Taking (Kidnapping),Private Citizens & Property,2,16
11728,Assassination,Private Citizens & Property,0,16
11729,Assassination,Police,0,9
11730,Assassination,Private Citizens & Property,0,16
11731,Bombing/Explosion,Private Citizens & Property,7,16
11732,Assassination,Police,0,9
11733,Assassination,Police,0,9
11734,Assassination,Police,0,9
11735,Bombing/Explosion,Police,7,9
11736,Assassination,Private Citizens & Property,0,16
11737,Bombing/Explosion,Police,7,9
11738,Bombing/Explosion,Police,7,9
11739,Bombing/Explosion,Military,7,13
11740,Armed Assault,Terrorists/Non-State Militia,1,25
11741,Armed Assault,Business,1,11
11742,Assassination,Private Citizens & Property,0,16
11743,Armed Assault,Military,1,13
11744,Assassination,Private Citizens & Property,0,16
11745,Bombing/Explosion,Business,7,11
11746,Assassination,Private Citizens & Property,0,16
11747,Assassination,Military,0,13
11748,Assassination,Military,0,13
11749,Armed Assault,Military,1,13
11750,Armed Assault,Police,1,9
11751,Assassination,Police,0,9
11752,Assassination,Police,0,9
11753,Bombing/Explosion,Business,7,11
11754,Bombing/Explosion,Private Citizens & Property,7,16
11755,Bombing/Explosion,Government (General),7,14
11756,Bombing/Explosion,Government (General),7,14
11757,Assassination,Private Citizens & Property,0,16
11758,Armed Assault,Business,1,11
11759,Assassination,Police,0,9
11760,Bombing/Explosion,Journalists & Media,7,18
11761,Bombing/Explosion,Police,7,9
11762,Assassination,Private Citizens & Property,0,16
11763,Bombing/Explosion,Business,7,11
11764,Armed Assault,Private Citizens & Property,1,16
11765,Armed Assault,Private Citizens & Property,1,16
11766,Armed Assault,Private Citizens & Property,1,16
11767,Armed Assault,Private Citizens & Property,1,16
11768,Bombing/Explosion,Violent Political Party,7,30
11769,Bombing/Explosion,Government (General),7,14
11770,Bombing/Explosion,Utilities,7,19
11771,Bombing/Explosion,Religious Figures/Institutions,7,23
11772,Assassination,Police,0,9
11773,Assassination,Government (General),0,14
11774,Assassination,Police,0,9
11775,Bombing/Explosion,Government (General),7,14
11776,Hostage Taking (Kidnapping),Private Citizens & Property,2,16
11777,Bombing/Explosion,Police,7,9
11778,Bombing/Explosion,Military,7,13
11779,Assassination,Government (General),0,14
11780,Assassination,Government (General),0,14
11781,Bombing/Explosion,Business,7,11
11782,Bombing/Explosion,Private Citizens & Property,7,16
11783,Hostage Taking (Kidnapping),Private Citizens & Property,2,16
11784,Bombing/Explosion,Police,7,9
11785,Assassination,Police,0,9
11786,Assassination,Police,0,9
11787,Assassination,Police,0,9
11788,Assassination,Police,0,9
11789,Assassination,Police,0,9
11790,Assassination,Government (General),0,14
11791,Armed Assault,Police,1,9
11792,Facility/Infrastructure Attack,Private Citizens & Property,6,16
11793,Facility/Infrastructure Attack,Private Citizens & Property,6,16
11794,Facility/Infrastructure Attack,Private Citizens & Property,6,16
11795,Bombing/Explosion,Transportation,7,22
11796,Hostage Taking (Kidnapping),Government (General),2,14
11797,Assassination,Private Citizens & Property,0,16
11798,Bombing/Explosion,Business,7,11
11799,Armed Assault,Private Citizens & Property,1,16
11800,Bombing/Explosion,Educational Institution,7,10
11801,Assassination,Police,0,9
11802,Assassination,Private Citizens & Property,0,16
11803,Assassination,Educational Institution,0,10
11804,Assassination,Educational Institution,0,10
11805,Assassination,Private Citizens & Property,0,16
11806,Assassination,Military,0,13
11807,Assassination,Police,0,9
11808,Assassination,Police,0,9
11809,Assassination,Police,0,9
11810,Assassination,Police,0,9
11811,Armed Assault,Private Citizens & Property,1,16
11812,Armed Assault,Private Citizens & Property,1,16
11813,Bombing/Explosion,Educational Institution,7,10
11814,Assassination,Government (General),0,14
11815,Assassination,Government (General),0,14
11816,Facility/Infrastructure Attack,Business,6,11
11817,Assassination,Business,0,11
11818,Assassination,Military,0,13
11819,Armed Assault,Military,1,13
11820,Assassination,Military,0,13
11821,Armed Assault,Military,1,13
11822,Armed Assault,Private Citizens & Property,1,16
11823,Armed Assault,Military,1,13
11824,Assassination,Private Citizens & Property,0,16
11825,Facility/Infrastructure Attack,Government (General),6,14
11826,Bombing/Explosion,Private Citizens & Property,7,16
11827,Armed Assault,Military,1,13
11828,Assassination,Government (General),0,14
11829,Assassination,Educational Institution,0,10
11830,Bombing/Explosion,Government (General),7,14
11831,Bombing/Explosion,Government (General),7,14
11832,Bombing/Explosion,Business,7,11
11833,Bombing/Explosion,Government (General),7,14
11834,Bombing/Explosion,Government (General),7,14
11835,Bombing/Explosion,Government (General),7,14
11836,Armed Assault,Private Citizens & Property,1,16
11837,Armed Assault,Journalists & Media,1,18
11838,Assassination,Private Citizens & Property,0,16
11839,Hostage Taking (Barricade Incident),Private Citizens & Property,5,16
11840,Bombing/Explosion,Government (General),7,14
11841,Bombing/Explosion,Police,7,9
11842,Assassination,Government (General),0,14
11843,Bombing/Explosion,Private Citizens & Property,7,16
11844,Bombing/Explosion,Police,7,9
11845,Bombing/Explosion,Business,7,11
11846,Bombing/Explosion,Business,7,11
11847,Bombing/Explosion,Business,7,11
11848,Bombing/Explosion,Business,7,11
11849,Bombing/Explosion,Business,7,11
11850,Bombing/Explosion,Religious Figures/Institutions,7,23
11851,Bombing/Explosion,Religious Figures/Institutions,7,23
11852,Bombing/Explosion,Religious Figures/Institutions,7,23
11853,Bombing/Explosion,Religious Figures/Institutions,7,23
11854,Bombing/Explosion,Business,7,11
11855,Bombing/Explosion,Business,7,11
11856,Bombing/Explosion,Business,7,11
11857,Bombing/Explosion,Private Citizens & Property,7,16
11858,Bombing/Explosion,Utilities,7,19
11859,Bombing/Explosion,Utilities,7,19
11860,Bombing/Explosion,Utilities,7,19
11861,Armed Assault,Business,1,11
11862,Armed Assault,Business,1,11
11863,Armed Assault,Business,1,11
11864,Assassination,Police,0,9
11865,Armed Assault,Transportation,1,22
11866,Armed Assault,Private Citizens & Property,1,16
11867,Assassination,Police,0,9
11868,Assassination,Police,0,9
11869,Bombing/Explosion,Government (General),7,14
11870,Assassination,Government (General),0,14
11871,Assassination,Terrorists/Non-State Militia,0,25
11872,Assassination,Government (General),0,14
11873,Assassination,Business,0,11
11874,Armed Assault,Private Citizens & Property,1,16
11875,Bombing/Explosion,Government (General),7,14
11876,Bombing/Explosion,Government (General),7,14
11877,Armed Assault,Police,1,9
11878,Assassination,Police,0,9
11879,Bombing/Explosion,Business,7,11
11880,Bombing/Explosion,Business,7,11
11881,Bombing/Explosion,Private Citizens & Property,7,16
11882,Bombing/Explosion,Business,7,11
11883,Bombing/Explosion,Business,7,11
11884,Armed Assault,Private Citizens & Property,1,16
11885,Armed Assault,Private Citizens & Property,1,16
11886,Assassination,Government (General),0,14
11887,Armed Assault,Private Citizens & Property,1,16
11888,Assassination,Government (General),0,14
11889,Assassination,Government (General),0,14
11890,Bombing/Explosion,Telecommunication,7,17
11891,Bombing/Explosion,Business,7,11
11892,Bombing/Explosion,Police,7,9
11893,Bombing/Explosion,Government (General),7,14
11894,Bombing/Explosion,Police,7,9
11895,Bombing/Explosion,Government (General),7,14
11896,Bombing/Explosion,Police,7,9
11897,Facility/Infrastructure Attack,Private Citizens & Property,6,16
11898,Armed Assault,Military,1,13
11899,Hostage Taking (Barricade Incident),Journalists & Media,5,18
11900,Facility/Infrastructure Attack,Business,6,11
11901,Armed Assault,Transportation,1,22
11902,Armed Assault,Transportation,1,22
11903,Armed Assault,Transportation,1,22
11904,Armed Assault,Transportation,1,22
11905,Armed Assault,Transportation,1,22
11906,Armed Assault,Transportation,1,22
11907,Bombing/Explosion,Police,7,9
11908,Armed Assault,Police,1,9
11909,Armed Assault,Police,1,9
11910,Assassination,Private Citizens & Property,0,16
11911,Bombing/Explosion,Transportation,7,22
11912,Armed Assault,Private Citizens & Property,1,16
11913,Bombing/Explosion,Transportation,7,22
11914,Armed Assault,Transportation,1,22
11915,Bombing/Explosion,Utilities,7,19
11916,Bombing/Explosion,Utilities,7,19
11917,Bombing/Explosion,Private Citizens & Property,7,16
11918,Bombing/Explosion,Business,7,11
11919,Bombing/Explosion,Business,7,11
11920,Assassination,Religious Figures/Institutions,0,23
11921,Assassination,Private Citizens & Property,0,16
11922,Assassination,Private Citizens & Property,0,16
11923,Armed Assault,Police,1,9
11924,Bombing/Explosion,Private Citizens & Property,7,16
11925,Bombing/Explosion,Religious Figures/Institutions,7,23
11926,Bombing/Explosion,Violent Political Party,7,30
11927,Bombing/Explosion,Private Citizens & Property,7,16
11928,Assassination,Government (General),0,14
11929,Bombing/Explosion,Transportation,7,22
11930,Assassination,Business,0,11
11931,Armed Assault,Religious Figures/Institutions,1,23
11932,Facility/Infrastructure Attack,Religious Figures/Institutions,6,23
11933,Hostage Taking (Kidnapping),Journalists & Media,2,18
11934,Hostage Taking (Kidnapping),Business,2,11
11935,Bombing/Explosion,Business,7,11
11936,Bombing/Explosion,Business,7,11
11937,Bombing/Explosion,Private Citizens & Property,7,16
11938,Bombing/Explosion,Private Citizens & Property,7,16
11939,Bombing/Explosion,Business,7,11
11940,Bombing/Explosion,Private Citizens & Property,7,16
11941,Bombing/Explosion,Military,7,13
11942,Bombing/Explosion,Private Citizens & Property,7,16
11943,Bombing/Explosion,Private Citizens & Property,7,16
11944,Bombing/Explosion,Private Citizens & Property,7,16
11945,Bombing/Explosion,Utilities,7,19
11946,Armed Assault,Police,1,9
11947,Hijacking,Private Citizens & Property,4,16
11948,Armed Assault,Educational Institution,1,10
11949,Assassination,Government (General),0,14
11950,Assassination,Private Citizens & Property,0,16
11951,Bombing/Explosion,Private Citizens & Property,7,16
11952,Bombing/Explosion,Utilities,7,19
11953,Bombing/Explosion,Business,7,11
11954,Armed Assault,Police,1,9
11955,Assassination,Police,0,9
11956,Assassination,Government (General),0,14
11957,Armed Assault,Police,1,9
