chinese,3
tape,3
subsidiary,3
miranda,3
edgardo,3
nino,3
area),3
(telecom),3
gaurd,3
trucks),3
(national,3
wife*,3
pedraza,3
belaunde,3
17,3
farc,3
dumar,3
guayabal,3
moron,3
sarmiento,3
zapata,3
alcides,3
"truck,",3
rodriquez,3
person,3
jaimes,3
forest,3
bulldozer,3
stop,3
brewery,3
principal,3
"hall,",3
canolimon-covenas,3
manhattan,3
chartered,3
oriente,3
osvaldo,3
af,3
attacked,3
society,3
gov.,3
arthur,3
zuluaga,3
toledo,3
naranjo,3
(army,3
flor,3
starkin,3
montenegro,3
(wounded),3
"calderon,",3
"23,",3
alvarado,3
cctv,3
founder:,2
agustino,2
quiroz,2
neighborhood),2
robert,2
"veracruz,",2
tierra,2
nathan,2
rubio,2
clara,2
ticket,2
"apartado,",2
francis,2
families,2
concentration,2
immaculate,2
donaldo,2
tunnel,2
quipile,2
anti,2
rangel,2
liberation,2
org.,2
pichincha,2
penon,2
magno,2
cosmos,2
oblate,2
(hq,2
pinilla,2
grecia,2
carhuamaca,2
bohorquez,2
dir.,2
dist.),2
popa,2
ecologist,2
tablada,2
guerilla,2
suburban,2
"puno,",2
recruitment,2
blas,2
5000,2
"(wounded),",2
milciades,2
penagos,2
