,gname,country_txt
14648,Unknown,Colombia
14649,Unknown,Colombia
14650,Revolutionary Armed Forces of Colombia (FARC),Colombia
14651,Coca Farmers,Colombia
14652,Shining Path (SL),Peru
14653,Simon Bolivar Guerrilla Coordinating Board (CGSB),Colombia
14654,Shining Path (SL),Brazil
14655,Revolutionary Armed Forces of Colombia (FARC),Peru
14656,Revolutionary Armed Forces of Colombia (FARC),Peru
14657,Revolutionary Armed Forces of Colombia (FARC),Peru
14658,Unknown,Brazil
14659,Farmers,Brazil
14660,Krikapi Indians,Brazil
14661,Unknown,Peru
14662,Shining Path (SL),Peru
14663,Shining Path (SL),Peru
14664,Shining Path (SL),Peru
14665,National Liberation Army of Colombia (ELN),Colombia
14666,National Liberation Army of Colombia (ELN),Colombia
14667,National Liberation Army of Colombia (ELN),Colombia
14668,Shining Path (SL),Peru
14669,Coca Farmers,Colombia
14670,Unknown,Bolivia
14671,Revolutionary Armed Forces of Colombia (FARC),Colombia
14672,Revolutionary Armed Forces of Colombia (FARC),Colombia
14673,Revolutionary Armed Forces of Colombia (FARC),Colombia
14674,Revolutionary Armed Forces of Colombia (FARC),Colombia
14675,Revolutionary Armed Forces of Colombia (FARC),Colombia
14676,Revolutionary Armed Forces of Colombia (FARC),Colombia
14677,Revolutionary Armed Forces of Colombia (FARC),Colombia
14678,Revolutionary Armed Forces of Colombia (FARC),Colombia
14679,Paramilitaries,Colombia
14680,Macetos (Paramilitary Group),Colombia
14681,Marxists,Colombia
14682,Unknown,Colombia
14683,Pareci Indians,Brazil
14684,National Liberation Army of Colombia (ELN),Colombia
14685,National Liberation Army of Colombia (ELN),Colombia
14686,Left-Wing Guerrillas,Colombia
14687,Left-Wing Guerrillas,Colombia
14688,Unknown,Brazil
14689,Marxists,Colombia
14690,Unknown,Colombia
14691,Unknown,Brazil
14692,Unknown,Brazil
14693,Unknown,Brazil
14694,National Liberation Army of Colombia (ELN),Colombia
14695,Revolutionary Armed Forces of Colombia (FARC),Colombia
14696,Unknown,Colombia
14697,Shining Path (SL),Peru
14698,Shining Path (SL),Peru
14699,Student Demonstrators,Venezuela
14700,Revolutionary Armed Forces of Colombia (FARC),Colombia
14701,National Liberation Army of Colombia (ELN),Colombia
14702,National Liberation Army of Colombia (ELN),Venezuela
14703,Cleansing Squad,Colombia
14704,Shining Path (SL),Peru
14705,Shining Path (SL),Peru
14706,Shining Path (SL),Peru
14707,Shining Path (SL),Peru
14708,Shining Path (SL),Peru
14709,Shining Path (SL),Peru
14710,Shining Path (SL),Peru
14711,Revolutionary Armed Forces of Colombia (FARC),Colombia
14712,Shining Path (SL),Peru
14713,Unknown,Peru
14714,Unknown,Peru
14715,Unknown,Peru
14716,Unknown,Peru
14717,Shining Path (SL),Peru
14718,Shining Path (SL),Peru
14719,Drug-Related Terrorists,Brazil
14720,Right-Wing Paramilitaries,Colombia
14721,Unknown,Argentina
14722,Left-Wing Demonstrators,Brazil
14723,Unknown,Brazil
14724,Unknown,Brazil
14725,Unknown,Brazil
14726,Unknown,Peru
14727,Colombian Guerrillas,Ecuador
14728,Unknown,Colombia
14729,Shining Path (SL),Peru
14730,Shining Path (SL),Peru
14731,Shining Path (SL),Peru
14732,Shining Path (SL),Peru
14733,National Liberation Army of Colombia (ELN),Colombia
14734,Paramilitaries,Colombia
14735,Shining Path (SL),Peru
14736,Jaime Bateman Cayon Group (JBC),Colombia
14737,Unknown,Argentina
14738,Unknown,Argentina
14739,Revolutionary Armed Forces of Colombia (FARC),Colombia
14740,National Liberation Army of Colombia (ELN),Colombia
14741,Unknown,Ecuador
14742,Unknown,Colombia
14743,Union members,Brazil
14744,Union members,Brazil
14745,Revolutionary Armed Forces of Colombia (FARC),Colombia
14746,Revolutionary Armed Forces of Colombia (FARC),Colombia
14747,Revolutionary Armed Forces of Colombia (FARC),Colombia
14748,M-19 Splinter,Colombia
14749,Shining Path (SL),Peru
14750,National Liberation Army of Colombia (ELN),Colombia
14751,Shining Path (SL),Peru
14752,Shining Path (SL),Peru
14753,Shining Path (SL),Peru
14754,Shining Path (SL),Peru
14755,Shining Path (SL),Peru
14756,Revolutionary Armed Forces of Colombia (FARC),Colombia
14757,Revolutionary Armed Forces of Colombia (FARC),Colombia
14758,Unknown,Argentina
14759,Revolutionary Armed Forces of Colombia (FARC),Colombia
14760,National Liberation Army of Colombia (ELN),Colombia
14761,Unknown,Chile
14762,National Liberation Army of Colombia (ELN),Colombia
14763,Left-Wing Guerrillas,Colombia
14764,Unknown,Chile
14765,Unknown,Brazil
14766,Unknown,Chile
14767,Revolutionary Armed Forces of Colombia (FARC),Colombia
14768,Revolutionary Armed Forces of Colombia (FARC),Colombia
14769,Revolutionary Armed Forces of Colombia (FARC),Colombia
14770,Unknown,Venezuela
14771,Unknown,Colombia
14772,Unknown,Colombia
14773,Unknown,Colombia
14774,Revolutionary Armed Forces of Colombia (FARC),Colombia
14775,Unknown,Brazil
14776,Unknown,Brazil
14777,Revolutionary Armed Forces of Colombia (FARC),Colombia
14778,Shining Path (SL),Peru
14779,Chinese Mafia,Brazil
14780,Shining Path (SL),Peru
14781,Revolutionary Armed Forces of Colombia (FARC),Colombia
14782,Shining Path (SL),Peru
14783,Shining Path (SL),Peru
14784,Shining Path (SL),Peru
14785,Revolutionary Armed Forces of Colombia (FARC),Colombia
14786,Revolutionary Armed Forces of Colombia (FARC),Colombia
14787,National Liberation Army of Colombia (ELN),Colombia
14788,Unknown,Colombia
14789,Party for Democracy anti-nuclear-test protesters,Chile
14790,Shining Path (SL),Peru
14791,Unknown,Argentina
14792,Shining Path (SL),Peru
14793,Shining Path (SL),Peru
14794,Unknown,Argentina
14795,Workers/Employees,Argentina
14796,Workers/Employees,Argentina
14797,Unknown,Brazil
14798,Left-Wing Guerrillas,Colombia
14799,Unknown,Colombia
14800,Unknown,Venezuela
14801,Commandos for A Popular alternative,Colombia
14802,Commandos for A Popular alternative,Colombia
14803,Commandos for A Popular alternative,Colombia
14804,Commandos for A Popular alternative,Colombia
14805,Revolutionary Armed Forces of Colombia (FARC),Colombia
14806,National Liberation Army of Colombia (ELN),Colombia
14807,Unknown,Colombia
14808,Revolutionary Armed Forces of Colombia (FARC),Colombia
14809,Unknown,Colombia
14810,Unknown,Colombia
14811,Revolutionary Armed Forces of Colombia (FARC),Colombia
14812,Revolutionary Armed Forces of Colombia (FARC),Colombia
14813,Revolutionary Armed Forces of Colombia (FARC),Colombia
14814,Peasant Squatters,Paraguay
14815,Unknown,Chile
14816,Unknown,Chile
14817,Anti-Nuclear extremists,Peru
14818,Leftist youths,Chile
14819,Revolutionary Armed Forces of Colombia (FARC),Colombia
14820,Unknown,Peru
14821,Unknown,Uruguay
14822,Unknown,Peru
14823,Revolutionary Armed Forces of Colombia (FARC),Colombia
14824,Unknown,Colombia
14825,Strikers,Paraguay
14826,Strikers,Paraguay
14827,Strikers,Paraguay
14828,Strikers,Paraguay
14829,Strikers,Paraguay
14830,Strikers,Paraguay
14831,Strikers,Paraguay
14832,Strikers,Paraguay
14833,Strikers,Paraguay
14834,Strikers,Paraguay
14835,Strikers,Paraguay
14836,Unknown,Colombia
14837,Revolutionary Armed Forces of Colombia (FARC),Colombia
14838,Revolutionary Armed Forces of Colombia (FARC),Colombia
14839,Left-Wing Guerrillas,Colombia
14840,Unknown,Argentina
14841,Unknown,Brazil
14842,Shining Path (SL),Peru
14843,Workers/Employees,Argentina
14844,Workers/Employees,Argentina
14845,Workers/Employees,Argentina
14846,Revolutionary Armed Forces of Colombia (FARC),Colombia
14847,Unknown,Ecuador
14848,Revolutionary Armed Forces of Colombia (FARC),Colombia
14849,Unknown,Colombia
14850,Unknown,Brazil
14851,Unknown,Colombia
14852,Unknown,Argentina
14853,Revolutionary Armed Forces of Colombia (FARC),Colombia
14854,Revolutionary Armed Forces of Colombia (FARC),Colombia
14855,Unknown,Colombia
14856,Revolutionary Armed Forces of Colombia (FARC),Colombia
14857,Revolutionary Armed Forces of Colombia (FARC),Colombia
14858,Left-Wing Guerrillas,Colombia
14859,Unknown,Colombia
14860,Disgruntled Petroecuador workers,Ecuador
14861,Shining Path (SL),Peru
14862,Unknown,Chile
14863,Manuel Rodriguez Patriotic Front (FPMR),Chile
14864,Manuel Rodriguez Patriotic Front (FPMR),Chile
14865,Manuel Rodriguez Patriotic Front (FPMR),Chile
14866,Unknown,Chile
14867,Manuel Rodriguez Patriotic Front (FPMR),Chile
14868,Manuel Rodriguez Patriotic Front (FPMR),Chile
14869,Left-Wing Guerrillas,Colombia
14870,Unknown,Argentina
14871,Unknown,Brazil
14872,Unknown,Brazil
14873,Unknown,Brazil
14874,Right-Wing Death Squad,Colombia
14875,Right-Wing Death Squad,Colombia
14876,Right-Wing Death Squad,Colombia
14877,Right-Wing Death Squad,Colombia
14878,Right-Wing Death Squad,Colombia
14879,Right-Wing Death Squad,Colombia
14880,Right-Wing Death Squad,Colombia
14881,Right-Wing Death Squad,Colombia
14882,Revolutionary Armed Forces of Colombia (FARC),Colombia
14883,Left-Wing Guerrillas,Colombia
14884,Left-Wing Guerrillas,Colombia
14885,Left-Wing Guerrillas,Colombia
14886,leftist guerrillas-Bolivarian militia,Colombia
14887,Unknown,Argentina
14888,Unknown,Chile
14889,Tupac Amaru Revolutionary Movement (MRTA),Bolivia
14890,Dignity for Colombia,Colombia
14891,Dignity for Colombia,Colombia
14892,Unknown,Colombia
14893,Revolutionary Armed Forces of Colombia (FARC),Colombia
14894,Unknown,Colombia
14895,Unknown,Colombia
14896,Colombian Guerrillas,Venezuela
14897,Revolutionary Armed Forces of Colombia (FARC),Colombia
14898,National Liberation Army of Colombia (ELN),Colombia
14899,Red Flag (Venezuela),Venezuela
14900,Revolutionary Armed Forces of Colombia (FARC),Colombia
14901,Unknown,Venezuela
14902,Unknown,Colombia
14903,National Liberation Army of Colombia (ELN),Venezuela
14904,National Liberation Army of Colombia (ELN),Colombia
14905,Tupac Amaru Revolutionary Movement (MRTA),Peru
14906,Unknown,Chile
14907,Shining Path (SL),Peru
14908,Right-Wing Death Squad,Colombia
14909,Unknown,Colombia
14910,Unknown,Ecuador
14911,Colombian Guerrillas,Venezuela
14912,Unknown,Colombia
14913,Unknown,Colombia
14914,Colombian Guerrillas,Venezuela
14915,Students,Chile
14916,Unknown,Brazil
14917,Tupac Amaru Revolutionary Movement (MRTA),Peru
14918,Unknown,Ecuador
14919,National Liberation Army of Colombia (ELN),Venezuela
14920,Unknown,Argentina
14921,Left-Wing Guerrillas,Colombia
14922,Revolutionary Armed Forces of Colombia (FARC),Colombia
14923,Revolutionary Armed Forces of Colombia (FARC),Colombia
14924,Revolutionary Armed Forces of Colombia (FARC),Colombia
14925,Revolutionary Armed Forces of Colombia (FARC),Colombia
14926,National Liberation Army of Colombia (ELN),Colombia
14927,National Liberation Army of Colombia (ELN),Colombia
14928,Unknown,Colombia
14929,Unknown,Colombia
14930,Unknown,Peru
14931,Unknown,Brazil
14932,Unknown,Colombia
14933,National Liberation Army of Colombia (ELN),Colombia
14934,Unknown,Colombia
14935,Unknown,Colombia
14936,Revolutionary Armed Forces of Colombia (FARC),Colombia
14937,Revolutionary Armed Forces of Colombia (FARC),Colombia
14938,Unknown,Colombia
14939,Dignity for Colombia,Colombia
14940,National Liberation Army of Colombia (ELN),Colombia
14941,National Liberation Army of Colombia (ELN),Colombia
14942,Shining Path (SL),Peru
14943,Colombian Guerrillas,Venezuela
14944,Revolutionary Armed Forces of Colombia (FARC),Colombia
14945,Unknown,Argentina
14946,Revolutionary Armed Forces of Colombia (FARC),Colombia
14947,Unknown,Colombia
14948,Unknown,Colombia
14949,Unknown,Colombia
14950,National Liberation Army of Colombia (ELN),Colombia
14951,National Liberation Army of Colombia (ELN),Colombia
14952,Unknown,Colombia
14953,National Liberation Army of Colombia (ELN),Colombia
14954,Social Christian Party (PSC),Ecuador
14955,Shining Path (SL),Peru
14956,Shining Path (SL),Peru
14957,Shining Path (SL),Peru
14958,Narco-Terrorists,Brazil
14959,Left-Wing Guerrillas,Colombia
14960,Revolutionary Armed Forces of Colombia (FARC),Colombia
14961,National Liberation Army of Colombia (ELN),Colombia
14962,Revolutionary Armed Forces of Colombia (FARC),Colombia
14963,Revolutionary Armed Forces of Colombia (FARC),Colombia
14964,Revolutionary Armed Forces of Colombia (FARC),Colombia
14965,Left-Wing Guerrillas,Colombia
14966,Unknown,Ecuador
14967,Left-Wing Guerrillas,Colombia
14968,Unknown,Colombia
14969,Unknown,Colombia
14970,Unknown,Colombia
14971,Unknown,Colombia
14972,Unknown,Ecuador
14973,Gunmen,Brazil
14974,Unknown,Colombia
14975,Shining Path (SL),Peru
14976,Revolutionary Armed Forces of Colombia (FARC),Colombia
14977,Revolutionary Armed Forces of Colombia (FARC),Colombia
14978,Right-Wing Paramilitaries,Colombia
14979,Left-Wing Guerrillas,Colombia
14980,People's Revolutionary Organization,Argentina
14981,Shining Path (SL),Peru
14982,Left-Wing Guerrillas,Colombia
14983,Left-Wing Guerrillas,Colombia
14984,Left-Wing Guerrillas,Colombia
14985,Left-Wing Guerrillas,Colombia
14986,Left-Wing Guerrillas,Colombia
14987,Left-Wing Guerrillas,Colombia
14988,Left-Wing Guerrillas,Colombia
14989,Left-Wing Guerrillas,Colombia
14990,Left-Wing Guerrillas,Colombia
14991,Left-Wing Guerrillas,Colombia
14992,Left-Wing Guerrillas,Colombia
14993,Left-Wing Guerrillas,Colombia
14994,Left-Wing Guerrillas,Colombia
14995,Unknown,Bolivia
14996,Manuel Rodriguez Patriotic Front (FPMR),Chile
14997,People's Revolutionary Organization,Argentina
14998,National Liberation Army of Colombia (ELN),Colombia
14999,National Liberation Army of Colombia (ELN),Colombia
15000,Left-Wing Guerrillas,Colombia
15001,National Liberation Army of Colombia (ELN),Colombia
15002,Unknown,Argentina
15003,Left-Wing Guerrillas,Colombia
15004,Shining Path (SL),Peru
15005,Unknown,Colombia
15006,Revolutionary Armed Forces of Colombia (FARC),Colombia
15007,Left-Wing Guerrillas,Colombia
15008,Left-Wing Guerrillas,Colombia
15009,National Liberation Army of Colombia (ELN),Colombia
15010,Revolutionary Armed Forces of Colombia (FARC),Colombia
15011,Unknown,Colombia
15012,Unknown,Brazil
15013,Right-Wing Paramilitaries,Colombia
15014,Right-Wing Paramilitaries,Colombia
15015,Unknown,Colombia
15016,Left-Wing Guerrillas,Colombia
15017,Left-Wing Guerrillas,Colombia
15018,Revolutionary Armed Forces of Colombia (FARC),Colombia
15019,Left-Wing Guerrillas,Colombia
15020,Unknown,Colombia
15021,Unknown,Colombia
15022,Unknown,Colombia
15023,National Liberation Army of Colombia (ELN),Colombia
15024,Revolutionary Armed Forces of Colombia (FARC),Colombia
15025,Unknown,Venezuela
15026,Unknown,Colombia
15027,Revolutionary Armed Forces of Colombia (FARC),Colombia
15028,Unknown,Colombia
15029,Unknown,Colombia
15030,Unknown,Colombia
15031,National Liberation Army of Colombia (ELN),Colombia
15032,Unknown,Colombia
15033,Revolutionary Armed Forces of Colombia (FARC),Colombia
15034,National Liberation Army of Colombia (ELN),Colombia
15035,National Liberation Army of Colombia (ELN),Colombia
15036,Shining Path (SL),Peru
15037,Revolutionary Armed Forces of Colombia (FARC),Colombia
15038,Revolutionary Armed Forces of Colombia (FARC),Colombia
15039,Unknown,Colombia
15040,Unknown,Peru
15041,Unknown,Peru
15042,Unknown,Peru
15043,Unknown,Peru
15044,Unknown,Peru
15045,Unknown,Peru
15046,Unknown,Peru
15047,Unknown,Colombia
15048,Unknown,Colombia
15049,Unknown,Colombia
15050,Jaime Bateman Cayon Group (JBC),Colombia
15051,Unknown,Colombia
15052,Unknown,Colombia
15053,Protesters,Venezuela
15054,Red Flag (Venezuela),Venezuela
15055,Unknown,Colombia
15056,Revolutionary Armed Forces of Colombia (FARC),Colombia
15057,Unknown,Colombia
15058,Shining Path (SL),Peru
15059,Revolutionary Armed Forces of Colombia (FARC),Colombia
15060,Unknown,Brazil
15061,National Liberation Army of Colombia (ELN),Colombia
15062,Revolutionary Armed Forces of Colombia (FARC),Colombia
15063,Unknown,Ecuador
15064,Unknown,Colombia
15065,Revolutionary Armed Forces of Colombia (FARC),Colombia
15066,Revolutionary Armed Forces of Colombia (FARC),Colombia
15067,Revolutionary Armed Forces of Colombia (FARC),Colombia
15068,Unknown,Colombia
15069,Dignity for Colombia,Colombia
15070,Revolutionary Armed Forces of Colombia (FARC),Colombia
15071,Revolutionary Armed Forces of Colombia (FARC),Colombia
15072,Revolutionary Armed Forces of Colombia (FARC),Colombia
15073,Revolutionary Armed Forces of Colombia (FARC),Colombia
15074,Unknown,Colombia
15075,Rebels,Peru
15076,Unknown,Peru
15077,Unknown,Venezuela
15078,Unknown,Venezuela
15079,Unknown,Venezuela
15080,Unknown,Venezuela
15081,Unknown,Venezuela
15082,Unknown,Venezuela
15083,Unknown,Venezuela
15084,Landless Peasants' Movement (MST),Brazil
15085,Shining Path (SL),Peru
15086,Unknown,Peru
15087,Revolutionary Armed Forces of Colombia (FARC),Colombia
15088,Unknown,Colombia
15089,Unknown,Colombia
15090,Unknown,Peru
15091,Strikers,Brazil
15092,Strikers,Brazil
15093,Strikers,Brazil
15094,Unknown,Colombia
15095,Unknown,Colombia
15096,Unknown,Peru
15097,Unknown,Colombia
15098,Revolutionary Armed Forces of Colombia (FARC),Colombia
15099,Unknown,Colombia
15100,National Liberation Army of Colombia (ELN),Colombia
15101,Shining Path (SL),Peru
15102,Revolutionary Armed Forces of Colombia (FARC),Colombia
15103,National Liberation Army of Colombia (ELN),Colombia
15104,National Liberation Army of Colombia (ELN),Colombia
15105,National Liberation Army of Colombia (ELN),Colombia
15106,National Liberation Army of Colombia (ELN),Colombia
15107,National Liberation Army of Colombia (ELN),Colombia
15108,National Liberation Army of Colombia (ELN),Colombia
15109,National Liberation Army of Colombia (ELN),Colombia
15110,National Liberation Army of Colombia (ELN),Colombia
15111,Revolutionary Armed Forces of Colombia (FARC),Peru
15112,People's Revolutionary Organization,Argentina
15113,Unknown,Colombia
15114,National Liberation Army of Colombia (ELN),Colombia
15115,Unknown,Peru
15116,Unknown,Peru
15117,Revolutionary Armed Forces of Colombia (FARC),Colombia
15118,Unknown,Uruguay
15119,Revolutionary Armed Forces of Colombia (FARC),Colombia
15120,Unknown,Colombia
15121,Paramilitaries,Colombia
15122,Paramilitaries,Colombia
15123,Unknown,Brazil
15124,Unknown,Colombia
15125,Kaingang Indians,Brazil
15126,Unknown,Colombia
15127,Revolutionary Armed Forces of Colombia (FARC),Colombia
15128,Revolutionary Armed Forces of Colombia (FARC),Colombia
15129,Revolutionary Armed Forces of Colombia (FARC),Colombia
15130,Shining Path (SL),Peru
15131,National Liberation Army of Colombia (ELN),Colombia
15132,Unknown,Colombia
15133,Self Defense Forces,Colombia
15134,Comando Bautista B,Chile
15135,Unknown,Colombia
15136,Peasant protesters,Colombia
15137,Shining Path (SL),Peru
15138,Unknown,Peru
15139,Paramilitaries,Colombia
15140,Shining Path (SL),Peru
15141,Unknown,Brazil
15142,Shining Path (SL),Peru
15143,Unknown,Argentina
15144,Unknown,Brazil
15145,National Liberation Army of Colombia (ELN),Colombia
15146,Unknown,Colombia
15147,Unknown,Colombia
15148,Peasant protesters,Colombia
15149,Shining Path (SL),Peru
15150,Unknown,Colombia
15151,Unknown,Colombia
15152,National Liberation Army of Colombia (ELN),Colombia
15153,National Liberation Army of Colombia (ELN),Colombia
15154,Unknown,Colombia
15155,Unknown,Colombia
15156,Unknown,Brazil
15157,Unknown,Colombia
15158,Revolutionary Armed Forces of Colombia (FARC),Colombia
15159,Unknown,Colombia
15160,National Liberation Army of Colombia (ELN),Colombia
15161,National Liberation Army of Colombia (ELN),Colombia
15162,Right-Wing Gunmen,Colombia
15163,National Liberation Army of Colombia (ELN),Colombia
15164,Unknown,Colombia
15165,Unknown,Colombia
15166,Unknown,Colombia
15167,Unknown,Colombia
15168,National Liberation Army of Colombia (ELN),Colombia
15169,National Liberation Army of Colombia (ELN),Colombia
15170,National Liberation Army of Colombia (ELN),Colombia
15171,National Liberation Army of Colombia (ELN),Colombia
15172,Shining Path (SL),Peru
15173,Unknown,Argentina
15174,Unknown,Brazil
15175,Revolutionary Armed Forces of Colombia (FARC),Colombia
15176,Unknown,Colombia
15177,Revolutionary Armed Forces of Colombia (FARC),Colombia
15178,Shining Path (SL),Peru
15179,Unknown,Colombia
15180,Unknown,Colombia
15181,Unknown,Colombia
15182,Peasant Self-Defense Group (ACCU),Colombia
15183,Revolutionary Armed Forces of Colombia (FARC),Colombia
15184,National Liberation Army of Colombia (ELN),Colombia
15185,Extortionists,Argentina
15186,Extortionists,Argentina
15187,Revolutionary Armed Forces of Colombia (FARC),Colombia
15188,National Liberation Army of Colombia (ELN),Colombia
15189,Revolutionary Armed Forces of Colombia (FARC),Colombia
15190,Revolutionary Armed Forces of Colombia (FARC),Colombia
15191,Revolutionary Armed Forces of Colombia (FARC),Colombia
15192,Revolutionary Armed Forces of Colombia (FARC),Colombia
15193,Revolutionary Armed Forces of Colombia (FARC),Colombia
15194,Revolutionary Armed Forces of Colombia (FARC),Colombia
15195,Left-Wing Guerrillas,Colombia
15196,Paramilitaries,Colombia
15197,Peasant Self-Defense Group (ACCU),Colombia
15198,National Liberation Army of Colombia (ELN),Colombia
15199,Unknown,Colombia
15200,Revolutionary Armed Forces of Colombia (FARC),Colombia
15201,Revolutionary Armed Forces of Colombia (FARC),Colombia
15202,Unknown,Colombia
15203,Left-Wing Guerrillas,Colombia
15204,Left-Wing Guerrillas,Colombia
15205,Left-Wing Guerrillas,Colombia
15206,National Liberation Army of Colombia (ELN),Colombia
15207,Revolutionary Armed Forces of Colombia (FARC),Colombia
15208,Left-Wing Guerrillas,Colombia
15209,Left-Wing Guerrillas,Colombia
15210,Left-Wing Guerrillas,Colombia
15211,Revolutionary Armed Forces of Colombia (FARC),Colombia
15212,Revolutionary Armed Forces of Colombia (FARC),Colombia
15213,National Liberation Army of Colombia (ELN),Colombia
15214,National Liberation Army of Colombia (ELN),Colombia
15215,Unknown,Ecuador
15216,Gunmen,Colombia
15217,Gunmen,Colombia
15218,Gunmen,Colombia
15219,National Liberation Army of Colombia (ELN),Venezuela
15220,Revolutionary Armed Forces of Colombia (FARC),Colombia
15221,National Liberation Army of Colombia (ELN),Colombia
15222,National Liberation Army of Colombia (ELN),Colombia
15223,Unknown,Colombia
15224,National Liberation Army of Colombia (ELN),Colombia
15225,Left-Wing Guerrillas,Colombia
15226,Left-Wing Guerrillas,Colombia
15227,Left-Wing Guerrillas,Colombia
15228,National Liberation Army of Colombia (ELN),Colombia
15229,National Liberation Army of Colombia (ELN),Colombia
15230,National Liberation Army of Colombia (ELN),Colombia
15231,Left-Wing Guerrillas,Colombia
15232,Left-Wing Guerrillas,Colombia
15233,Left-Wing Guerrillas,Colombia
15234,Left-Wing Guerrillas,Colombia
15235,Left-Wing Guerrillas,Colombia
15236,Left-Wing Guerrillas,Colombia
15237,Left-Wing Guerrillas,Colombia
15238,Left-Wing Guerrillas,Colombia
15239,Left-Wing Guerrillas,Colombia
15240,Left-Wing Guerrillas,Colombia
15241,Left-Wing Guerrillas,Colombia
15242,Left-Wing Guerrillas,Colombia
15243,Left-Wing Guerrillas,Colombia
15244,Left-Wing Guerrillas,Colombia
15245,Left-Wing Guerrillas,Colombia
15246,Left-Wing Guerrillas,Colombia
15247,Left-Wing Guerrillas,Colombia
15248,Left-Wing Guerrillas,Colombia
15249,Left-Wing Guerrillas,Colombia
15250,Left-Wing Guerrillas,Colombia
15251,Left-Wing Guerrillas,Colombia
15252,Left-Wing Guerrillas,Colombia
15253,National Liberation Army of Colombia (ELN),Colombia
15254,National Liberation Army of Colombia (ELN),Colombia
15255,National Liberation Army of Colombia (ELN),Colombia
15256,Left-Wing Guerrillas,Colombia
15257,Unknown,Colombia
15258,Peasant Self-Defense Group (ACCU),Colombia
15259,Peasant Self-Defense Group (ACCU),Colombia
15260,National Liberation Army of Colombia (ELN),Colombia
15261,National Liberation Army of Colombia (ELN),Colombia
15262,National Liberation Army of Colombia (ELN),Colombia
15263,National Liberation Army of Colombia (ELN),Colombia
15264,National Liberation Army of Colombia (ELN),Colombia
15265,National Liberation Army of Colombia (ELN),Colombia
15266,National Liberation Army of Colombia (ELN),Colombia
15267,National Liberation Army of Colombia (ELN),Colombia
15268,National Liberation Army of Colombia (ELN),Colombia
15269,National Liberation Army of Colombia (ELN),Colombia
15270,National Liberation Army of Colombia (ELN),Colombia
15271,National Liberation Army of Colombia (ELN),Colombia
15272,National Liberation Army of Colombia (ELN),Colombia
15273,National Liberation Army of Colombia (ELN),Colombia
15274,National Liberation Army of Colombia (ELN),Colombia
15275,Unknown,Colombia
15276,National Liberation Army of Colombia (ELN),Colombia
15277,National Liberation Army of Colombia (ELN),Colombia
15278,National Liberation Army of Colombia (ELN),Colombia
15279,National Liberation Army of Colombia (ELN),Colombia
15280,National Liberation Army of Colombia (ELN),Colombia
15281,National Liberation Army of Colombia (ELN),Colombia
15282,National Liberation Army of Colombia (ELN),Colombia
15283,Peasant Self-Defense Group (ACCU),Colombia
15284,National Liberation Army of Colombia (ELN),Colombia
15285,National Liberation Army of Colombia (ELN),Colombia
15286,Unknown,Colombia
15287,National Liberation Army of Colombia (ELN),Colombia
15288,National Liberation Army of Colombia (ELN),Colombia
15289,Unknown,Colombia
15290,National Liberation Army of Colombia (ELN),Colombia
15291,Left-Wing Terrorists,Colombia
15292,Shining Path (SL),Peru
15293,Shining Path (SL),Peru
15294,Shining Path (SL),Peru
15295,Revolutionary Armed Forces of Colombia (FARC),Colombia
15296,Revolutionary Armed Forces of Colombia (FARC),Colombia
15297,Unknown,Colombia
15298,Popular Liberation Army (EPL),Colombia
15299,National Liberation Army of Colombia (ELN),Colombia
15300,Unknown,Colombia
15301,Unknown,Colombia
15302,Unknown,Argentina
15303,Unknown,Chile
15304,National Renewal Party,Chile
15305,Unknown,Chile
15306,Unknown,Chile
15307,Unknown,Colombia
15308,Unknown,Colombia
15309,National Liberation Army of Colombia (ELN),Colombia
15310,National Liberation Army of Colombia (ELN),Colombia
15311,National Liberation Army of Colombia (ELN),Colombia
15312,National Liberation Army of Colombia (ELN),Colombia
15313,National Liberation Army of Colombia (ELN),Colombia
15314,National Liberation Army of Colombia (ELN),Colombia
15315,National Liberation Army of Colombia (ELN),Colombia
15316,National Liberation Army of Colombia (ELN),Colombia
15317,Unknown,Colombia
15318,National Liberation Army of Colombia (ELN),Colombia
15319,National Liberation Army of Colombia (ELN),Colombia
15320,National Liberation Army of Colombia (ELN),Colombia
15321,National Liberation Army of Colombia (ELN),Colombia
15322,National Liberation Army of Colombia (ELN),Colombia
15323,National Liberation Army of Colombia (ELN),Colombia
15324,National Liberation Army of Colombia (ELN),Colombia
15325,National Liberation Army of Colombia (ELN),Colombia
15326,National Liberation Army of Colombia (ELN),Colombia
15327,National Liberation Army of Colombia (ELN),Colombia
15328,National Liberation Army of Colombia (ELN),Colombia
15329,National Liberation Army of Colombia (ELN),Colombia
15330,National Liberation Army of Colombia (ELN),Colombia
15331,Unknown,Colombia
15332,National Liberation Army of Colombia (ELN),Colombia
15333,Peasant Self-Defense Group (ACCU),Colombia
15334,Guaycaipuro Indians,Brazil
15335,Unknown,Argentina
15336,Revolutionary Armed Forces of Colombia (FARC),Colombia
15337,Unknown,Brazil
15338,Revolutionary Armed Forces of Colombia (FARC),Colombia
15339,Revolutionary Armed Forces of Colombia (FARC),Colombia
15340,Unknown,Colombia
15341,Revolutionary Armed Forces of Colombia (FARC),Colombia
15342,Revolutionary Armed Forces of Colombia (FARC),Colombia
15343,Revolutionary Armed Forces of Colombia (FARC),Colombia
15344,Unknown,Colombia
15345,Unknown,Colombia
15346,Unknown,Colombia
15347,Unknown,Colombia
